"","area_code","iso3c","continent","comm_code","item_code","item","comm_group"
"4408","PT","PRT","EU","p01.h","C_OTCR","Crops nec","Mining"
"4409","PT","PRT","EU","p01.i","C_CATL","Cattle","Mining"
"4410","PT","PRT","EU","p01.j","C_PIGS","Pigs","Mining"
"4411","PT","PRT","EU","p01.k","C_PLTR","Poultry","Mining"
"4412","PT","PRT","EU","p01.l","C_OMEA","Meat animals nec","Mining"
"4413","PT","PRT","EU","p01.m","C_OANP","Animal products nec","Mining"
"4414","PT","PRT","EU","p01.n","C_MILK","Raw milk","Mining"
"4415","PT","PRT","EU","p01.o","C_WOOL","Wool, silk-worm cocoons","Mining"
"4416","PT","PRT","EU","p01.w.1","C_MANC","Manure (conventional treatment)","Mining"
"4417","PT","PRT","EU","p01.w.2","C_MANB","Manure (biogas treatment)","Mining"
"4418","PT","PRT","EU","p02","C_FORE","Products of forestry, logging and related services (02)","Mining"
"4419","PT","PRT","EU","p05","C_FISH","Fish and other fishing products; services incidental of fishing (05)","Mining"
"4420","PT","PRT","EU","p10.a","C_ANTH","Anthracite","Mining"
"4421","PT","PRT","EU","p10.b","C_COKC","Coking Coal","Mining"
"4422","PT","PRT","EU","p10.c","C_OTBC","Other Bituminous Coal","Mining"
"4423","PT","PRT","EU","p10.d","C_SUBC","Sub-Bituminous Coal","Mining"
"4424","PT","PRT","EU","p10.e","C_PATF","Patent Fuel","Mining"
"4425","PT","PRT","EU","p10.f","C_LIBC","Lignite/Brown Coal","Mining"
"4426","PT","PRT","EU","p10.g","C_BKBP","BKB/Peat Briquettes","Mining"
"4427","PT","PRT","EU","p10.h","C_PEAT","Peat","Mining"
"4428","PT","PRT","EU","p11.a","C_COIL","Crude petroleum and services related to crude oil extraction, excluding surveying","Mining"
"4429","PT","PRT","EU","p11.b","C_GASE","Natural gas and services related to natural gas extraction, excluding surveying","Mining"
"4430","PT","PRT","EU","p11.b.1","C_GASL","Natural Gas Liquids","Mining"
"4431","PT","PRT","EU","p11.c","C_OGPL","Other Hydrocarbons","Mining"
"4432","PT","PRT","EU","p12","C_ORAN","Uranium and thorium ores (12)","Mining"
"4433","PT","PRT","EU","p13.1","C_IRON","Iron ores","Mining"
"4434","PT","PRT","EU","p13.20.11","C_COPO","Copper ores and concentrates","Mining"
"4435","PT","PRT","EU","p13.20.12","C_NIKO","Nickel ores and concentrates","Mining"
"4436","PT","PRT","EU","p13.20.13","C_ALUO","Aluminium ores and concentrates","Mining"
"4437","PT","PRT","EU","p13.20.14","C_PREO","Precious metal ores and concentrates","Mining"
"4438","PT","PRT","EU","p13.20.15","C_LZTO","Lead, zinc and tin ores and concentrates","Mining"
"4439","PT","PRT","EU","p13.20.16","C_ONFO","Other non-ferrous metal ores and concentrates","Mining"
"4440","PT","PRT","EU","p14.1","C_STON","Stone","Mining"
"4441","PT","PRT","EU","p14.2","C_SDCL","Sand and clay","Mining"
"4442","PT","PRT","EU","p14.3","C_CHMF","Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.","Mining"
"4443","PT","PRT","EU","p15.a","C_PCAT","Products of meat cattle","Mining"
"4444","PT","PRT","EU","p15.b","C_PPIG","Products of meat pigs","Mining"
"4445","PT","PRT","EU","p15.c","C_PPLT","Products of meat poultry","Mining"
"4446","PT","PRT","EU","p15.d","C_POME","Meat products nec","Mining"
"4447","PT","PRT","EU","p15.e","C_VOIL","products of Vegetable oils and fats","Mining"
"4448","PT","PRT","EU","p15.f","C_DAIR","Dairy products","Mining"
"4449","PT","PRT","EU","p15.g","C_RICE","Processed rice","Mining"
"4450","PT","PRT","EU","p15.h","C_SUGR","Sugar","Mining"
"4451","PT","PRT","EU","p15.i","C_OFOD","Food products nec","Mining"
"4452","PT","PRT","EU","p15.j","C_BEVR","Beverages","Mining"
"4453","PT","PRT","EU","p15.k","C_FSHP","Fish products","Mining"
"4454","PT","PRT","EU","p16","C_TOBC","Tobacco products (16)","Mining"
"4455","PT","PRT","EU","p17","C_TEXT","Textiles (17)","Mining"
"4456","PT","PRT","EU","p18","C_GARM","Wearing apparel; furs (18)","Mining"
"4457","PT","PRT","EU","p19","C_LETH","Leather and leather products (19)","Mining"
"4458","PT","PRT","EU","p20","C_WOOD","Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)","Mining"
"4459","PT","PRT","EU","p20.w","C_WOOW","Wood material for treatment, Re-processing of secondary wood material into new wood material","Mining"
"4460","PT","PRT","EU","p21.1","C_PULP","Pulp","Mining"
"4461","PT","PRT","EU","p21.w.1","C_PAPR","Secondary paper for treatment, Re-processing of secondary paper into new pulp","Mining"
"4462","PT","PRT","EU","p21.2","C_PAPE","Paper and paper products","Mining"
"4463","PT","PRT","EU","p22","C_MDIA","Printed matter and recorded media (22)","Mining"
"4464","PT","PRT","EU","p23.1.a","C_COKE","Coke Oven Coke","Mining"
"4465","PT","PRT","EU","p23.1.b","C_GCOK","Gas Coke","Mining"
"4466","PT","PRT","EU","p23.1.c","C_COTA","Coal Tar","Mining"
"4467","PT","PRT","EU","p23.20.a","C_MGSL","Motor Gasoline","Mining"
"4468","PT","PRT","EU","p23.20.b","C_AGSL","Aviation Gasoline","Mining"
"4469","PT","PRT","EU","p23.20.c","C_GJET","Gasoline Type Jet Fuel","Mining"
"4470","PT","PRT","EU","p23.20.d","C_KJET","Kerosene Type Jet Fuel","Mining"
"4471","PT","PRT","EU","p23.20.e","C_KERO","Kerosene","Mining"
"4472","PT","PRT","EU","p23.20.f","C_DOIL","Gas/Diesel Oil","Mining"
"4473","PT","PRT","EU","p23.20.g","C_FOIL","Heavy Fuel Oil","Mining"
"4474","PT","PRT","EU","p23.20.h","C_RGAS","Refinery Gas","Mining"
"4475","PT","PRT","EU","p23.20.i","C_LPGA","Liquefied Petroleum Gases (LPG)","Mining"
"4476","PT","PRT","EU","p23.20.j","C_REFF","Refinery Feedstocks","Mining"
"4477","PT","PRT","EU","p23.20.k","C_ETHA","Ethane","Mining"
"4478","PT","PRT","EU","p23.20.l","C_NAPT","Naphtha","Mining"
"4479","PT","PRT","EU","p23.20.m","C_WHSP","White Spirit & SBP","Mining"
"4480","PT","PRT","EU","p23.20.n","C_LUBR","Lubricants","Mining"
"4481","PT","PRT","EU","p23.20.o","C_BITU","Bitumen","Mining"
"4482","PT","PRT","EU","p23.20.p","C_PARW","Paraffin Waxes","Mining"
"4483","PT","PRT","EU","p23.20.q","C_PETC","Petroleum Coke","Mining"
"4484","PT","PRT","EU","p23.20.r","C_NSPP","Non-specified Petroleum Products","Mining"
"4485","PT","PRT","EU","p23.3","C_NUCF","Nuclear fuel","Mining"
"4486","PT","PRT","EU","p24.a","C_PLAS","Plastics, basic","Mining"
"4487","PT","PRT","EU","p24.a.w","C_PLAW","Secondary plastic for treatment, Re-processing of secondary plastic into new plastic","Mining"
"4488","PT","PRT","EU","p24.b","C_NFER","N-fertiliser","Mining"
"4489","PT","PRT","EU","p24.c","C_PFER","P- and other fertiliser","Mining"
"4490","PT","PRT","EU","p24.d","C_CHEM","Chemicals nec","Mining"
"4491","PT","PRT","EU","p24.e","C_CHAR","Charcoal","Mining"
"4492","PT","PRT","EU","p24.f","C_ADDC","Additives/Blending Components","Mining"
"4493","PT","PRT","EU","p24.g","C_BIOG","Biogasoline","Mining"
"4494","PT","PRT","EU","p24.h","C_BIOD","Biodiesels","Mining"
"4495","PT","PRT","EU","p24.i","C_OBIO","Other Liquid Biofuels","Mining"
"4496","PT","PRT","EU","p25","C_RUBP","Rubber and plastic products (25)","Mining"
"4497","PT","PRT","EU","p26.a","C_GLAS","Glass and glass products","Mining"
"4498","PT","PRT","EU","p26.a.w","M_metal&mineral_products","Secondary glass for treatment, Re-processing of secondary glass into new glass","Mining"
"4499","PT","PRT","EU","p26.b","C_CRMC","Ceramic goods","Mining"
"4500","PT","PRT","EU","p26.c","C_BRIK","Bricks, tiles and construction products, in baked clay","Mining"
"4501","PT","PRT","EU","p26.d","C_CMNT","Cement, lime and plaster","Mining"
"4502","PT","PRT","EU","p26.d.w","C_ASHW","Ash for treatment, Re-processing of ash into clinker","Mining"
"4503","PT","PRT","EU","p26.e","C_ONMM","Other non-metallic mineral products","Mining"
"4504","PT","PRT","EU","p27.a","C_STEL","Basic iron and steel and of ferro-alloys and first products thereof","Mining"
"4505","PT","PRT","EU","p27.a.w","C_STEW","Secondary steel for treatment, Re-processing of secondary steel into new steel","Mining"
"4506","PT","PRT","EU","p27.41","C_PREM","Precious metals","Mining"
"4507","PT","PRT","EU","p27.41.w","C_PREW","Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals","Mining"
"4508","PT","PRT","EU","p27.42","C_ALUM","Aluminium and aluminium products","Mining"
"4509","PT","PRT","EU","p27.42.w","C_ALUW","Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium","Mining"
"4510","PT","PRT","EU","p27.43","C_LZTP","Lead, zinc and tin and products thereof","Mining"
"4511","PT","PRT","EU","p27.43.w","C_LZTW","Secondary lead for treatment, Re-processing of secondary lead into new lead","Mining"
"4512","PT","PRT","EU","p27.44","C_COPP","Copper products","Mining"
"4513","PT","PRT","EU","p27.44.w","C_COPW","Secondary copper for treatment, Re-processing of secondary copper into new copper","Mining"
"4514","PT","PRT","EU","p27.45","C_ONFM","Other non-ferrous metal products","Mining"
"4515","PT","PRT","EU","p27.45.w","C_ONFW","Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals","Mining"
"4516","PT","PRT","EU","p27.5","C_METC","Foundry work services","Mining"
"4517","PT","PRT","EU","p28","C_FABM","Fabricated metal products, except machinery and equipment (28)","Mining"
"4518","PT","PRT","EU","p29","C_MACH","Machinery and equipment n.e.c. (29)","Mining"
"4519","PT","PRT","EU","p30","C_OFMA","Office machinery and computers (30)","Mining"
"4520","PT","PRT","EU","p31","C_ELMA","Electrical machinery and apparatus n.e.c. (31)","Mining"
"4521","PT","PRT","EU","p32","C_RATV","Radio, television and communication equipment and apparatus (32)","Mining"
"4522","PT","PRT","EU","p33","C_MEIN","Medical, precision and optical instruments, watches and clocks (33)","Mining"
"4523","PT","PRT","EU","p34","C_MOTO","Motor vehicles, trailers and semi-trailers (34)","Mining"
"4524","PT","PRT","EU","p35","C_OTRE","Other transport equipment (35)","Mining"
"4525","PT","PRT","EU","p36","C_FURN","Furniture; other manufactured goods n.e.c. (36)","Mining"
"4526","PT","PRT","EU","p37","C_RYMS","Secondary raw materials","Mining"
"4527","PT","PRT","EU","p37.w.1","C_BOTW","Bottles for treatment, Recycling of bottles by direct reuse","Mining"
"4528","PT","PRT","EU","p40.11.a","C_POWC","Electricity by coal","Mining"
"4529","PT","PRT","EU","p40.11.b","C_POWG","Electricity by gas","Mining"
"4530","PT","PRT","EU","p40.11.c","C_POWN","Electricity by nuclear","Mining"
"4531","PT","PRT","EU","p40.11.d","C_POWH","Electricity by hydro","Mining"
"4532","PT","PRT","EU","p40.11.e","C_POWW","Electricity by wind","Mining"
"4533","PT","PRT","EU","p40.11.f","C_POWP","Electricity by petroleum and other oil derivatives","Mining"
"4534","PT","PRT","EU","p40.11.g","C_POWB","Electricity by biomass and waste","Mining"
"4535","PT","PRT","EU","p40.11.h","C_POWS","Electricity by solar photovoltaic","Mining"
"4536","PT","PRT","EU","p40.11.i","C_POWE","Electricity by solar thermal","Mining"
"4537","PT","PRT","EU","p40.11.j","C_POWO","Electricity by tide, wave, ocean","Mining"
"4538","PT","PRT","EU","p40.11.k","C_POWM","Electricity by Geothermal","Mining"
"4539","PT","PRT","EU","p40.11.l","C_POWZ","Electricity nec","Mining"
"4540","PT","PRT","EU","p40.12","C_POWT","Transmission services of electricity","Mining"
"4541","PT","PRT","EU","p40.13","C_POWD","Distribution and trade services of electricity","Mining"
"4542","PT","PRT","EU","p40.2.a","C_COOG","Coke oven gas","Mining"
"4543","PT","PRT","EU","p40.2.b","C_MBFG","Blast Furnace Gas","Mining"
"4544","PT","PRT","EU","p40.2.c","C_MOSG","Oxygen Steel Furnace Gas","Mining"
"4545","PT","PRT","EU","p40.2.d","C_MGWG","Gas Works Gas","Mining"
"4546","PT","PRT","EU","p40.2.e","C_MBIO","Biogas","Mining"
"4547","PT","PRT","EU","p40.2.1","C_GASD","Distribution services of gaseous fuels through mains","Mining"
"4548","PT","PRT","EU","p40.3","C_HWAT","Steam and hot water supply services","Mining"
"4549","PT","PRT","EU","p41","C_WATR","Collected and purified water, distribution services of water (41)","Mining"
"4550","PT","PRT","EU","p45","C_CONS","Construction work (45)","Mining"
"4551","PT","PRT","EU","p45.w","C_CONW","Secondary construction material for treatment, Re-processing of secondary construction material into aggregates","Mining"
"4552","PT","PRT","EU","p50.a","C_TDMO","Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries","Mining"
"4553","PT","PRT","EU","p50.b","C_TDFU","Retail trade services of motor fuel","Mining"
"4554","PT","PRT","EU","p51","C_TDWH","Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)","Mining"
"4555","PT","PRT","EU","p52","C_TDRT","Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)","Mining"
"4556","PT","PRT","EU","p55","C_HORE","Hotel and restaurant services (55)","Mining"
"4557","PT","PRT","EU","p60.1","C_TRAI","Railway transportation services","Mining"
"4558","PT","PRT","EU","p60.2","C_TLND","Other land transportation services","Mining"
"4559","PT","PRT","EU","p60.3","C_TPIP","Transportation services via pipelines","Mining"
"4560","PT","PRT","EU","p61.1","C_TWAS","Sea and coastal water transportation services","Mining"
"4561","PT","PRT","EU","p61.2","C_TWAI","Inland water transportation services","Mining"
"4562","PT","PRT","EU","p62","C_TAIR","Air transport services (62)","Mining"
"4563","PT","PRT","EU","p63","C_TAUX","Supporting and auxiliary transport services; travel agency services (63)","Mining"
"4564","PT","PRT","EU","p64","C_PTEL","Post and telecommunication services (64)","Mining"
"4565","PT","PRT","EU","p65","C_FINT","Financial intermediation services, except insurance and pension funding services (65)","Mining"
"4566","PT","PRT","EU","p66","C_FINS","Insurance and pension funding services, except compulsory social security services (66)","Mining"
"4567","PT","PRT","EU","p67","C_FAUX","Services auxiliary to financial intermediation (67)","Mining"
"4568","PT","PRT","EU","p70","C_REAL","Real estate services (70)","Mining"
"4569","PT","PRT","EU","p71","C_MARE","Renting services of machinery and equipment without operator and of personal and household goods (71)","Mining"
"4570","PT","PRT","EU","p72","C_COMP","Computer and related services (72)","Mining"
"4571","PT","PRT","EU","p73","C_RESD","Research and development services (73)","Mining"
"4572","PT","PRT","EU","p74","C_OBUS","Other business services (74)","Mining"
"4573","PT","PRT","EU","p75","C_PADF","Public administration and defence services; compulsory social security services (75)","Mining"
"4574","PT","PRT","EU","p80","C_EDUC","Education services (80)","Mining"
"4575","PT","PRT","EU","p85","C_HEAL","Health and social work services (85)","Mining"
"4576","PT","PRT","EU","p90.1.a","C_INCF","Food waste for treatment: incineration","Mining"
"4577","PT","PRT","EU","p90.1.b","C_INCP","Paper waste for treatment: incineration","Mining"
"4578","PT","PRT","EU","p90.1.c","C_INCL","Plastic waste for treatment: incineration","Mining"
"4579","PT","PRT","EU","p90.1.d","C_INCM","Intert/metal waste for treatment: incineration","Mining"
"4580","PT","PRT","EU","p90.1.e","C_INCT","Textiles waste for treatment: incineration","Mining"
"4581","PT","PRT","EU","p90.1.f","C_INCW","Wood waste for treatment: incineration","Mining"
"4582","PT","PRT","EU","p90.1.g","C_INCO","Oil/hazardous waste for treatment: incineration","Mining"
"4583","PT","PRT","EU","p90.2.a","C_BIOF","Food waste for treatment: biogasification and land application","Mining"
"4584","PT","PRT","EU","p90.2.b","C_BIOP","Paper waste for treatment: biogasification and land application","Mining"
"4585","PT","PRT","EU","p90.2.c","C_BIOS","Sewage sludge for treatment: biogasification and land application","Mining"
"4586","PT","PRT","EU","p90.3.a","C_COMF","Food waste for treatment: composting and land application","Mining"
"4587","PT","PRT","EU","p90.3.b","C_COMW","Paper and wood waste for treatment: composting and land application","Mining"
"4588","PT","PRT","EU","p90.4.a","C_WASF","Food waste for treatment: waste water treatment","Mining"
"4589","PT","PRT","EU","p90.4.b","C_WASO","Other waste for treatment: waste water treatment","Mining"
"4590","PT","PRT","EU","p90.5.a","C_LANF","Food waste for treatment: landfill","Mining"
"4591","PT","PRT","EU","p90.5.b","C_LANP","Paper for treatment: landfill","Mining"
"4592","PT","PRT","EU","p90.5.c","C_LANL","Plastic waste for treatment: landfill","Mining"
"4593","PT","PRT","EU","p90.5.d","C_LANI","Inert/metal/hazardous waste for treatment: landfill","Mining"
"4594","PT","PRT","EU","p90.5.e","C_LANT","Textiles waste for treatment: landfill","Mining"
"4595","PT","PRT","EU","p90.5.f","C_LANW","Wood waste for treatment: landfill","Mining"
"4596","PT","PRT","EU","p91","C_ORGA","Membership organisation services n.e.c. (91)","Mining"
"4597","PT","PRT","EU","p92","C_RECR","Recreational, cultural and sporting services (92)","Mining"
"4598","PT","PRT","EU","p93","C_OSER","Other services (93)","Mining"
"4599","PT","PRT","EU","p95","C_PRHH","Private households with employed persons (95)","Mining"
"4600","PT","PRT","EU","p99","C_EXTO","Extra-territorial organizations and bodies","Mining"
"4601","RO","ROU","EU","p01.a","C_PARI","Paddy rice","Mining"
"4602","RO","ROU","EU","p01.b","C_WHEA","Wheat","Mining"
"4603","RO","ROU","EU","p01.c","C_OCER","Cereal grains nec","Mining"
"4604","RO","ROU","EU","p01.d","C_FVEG","Vegetables, fruit, nuts","Mining"
"4605","RO","ROU","EU","p01.e","C_OILS","Oil seeds","Mining"
"4606","RO","ROU","EU","p01.f","C_SUGB","Sugar cane, sugar beet","Mining"
"4607","RO","ROU","EU","p01.g","C_FIBR","Plant-based fibers","Mining"
"4608","RO","ROU","EU","p01.h","C_OTCR","Crops nec","Mining"
"4609","RO","ROU","EU","p01.i","C_CATL","Cattle","Mining"
"4610","RO","ROU","EU","p01.j","C_PIGS","Pigs","Mining"
"4611","RO","ROU","EU","p01.k","C_PLTR","Poultry","Mining"
"4612","RO","ROU","EU","p01.l","C_OMEA","Meat animals nec","Mining"
"4613","RO","ROU","EU","p01.m","C_OANP","Animal products nec","Mining"
"4614","RO","ROU","EU","p01.n","C_MILK","Raw milk","Mining"
"4615","RO","ROU","EU","p01.o","C_WOOL","Wool, silk-worm cocoons","Mining"
"4616","RO","ROU","EU","p01.w.1","C_MANC","Manure (conventional treatment)","Mining"
"4617","RO","ROU","EU","p01.w.2","C_MANB","Manure (biogas treatment)","Mining"
"4618","RO","ROU","EU","p02","C_FORE","Products of forestry, logging and related services (02)","Mining"
"4619","RO","ROU","EU","p05","C_FISH","Fish and other fishing products; services incidental of fishing (05)","Mining"
"4620","RO","ROU","EU","p10.a","C_ANTH","Anthracite","Mining"
"4621","RO","ROU","EU","p10.b","C_COKC","Coking Coal","Mining"
"4622","RO","ROU","EU","p10.c","C_OTBC","Other Bituminous Coal","Mining"
"4623","RO","ROU","EU","p10.d","C_SUBC","Sub-Bituminous Coal","Mining"
"4624","RO","ROU","EU","p10.e","C_PATF","Patent Fuel","Mining"
"4625","RO","ROU","EU","p10.f","C_LIBC","Lignite/Brown Coal","Mining"
"4626","RO","ROU","EU","p10.g","C_BKBP","BKB/Peat Briquettes","Mining"
"4627","RO","ROU","EU","p10.h","C_PEAT","Peat","Mining"
"4628","RO","ROU","EU","p11.a","C_COIL","Crude petroleum and services related to crude oil extraction, excluding surveying","Mining"
"4629","RO","ROU","EU","p11.b","C_GASE","Natural gas and services related to natural gas extraction, excluding surveying","Mining"
"4630","RO","ROU","EU","p11.b.1","C_GASL","Natural Gas Liquids","Mining"
"4631","RO","ROU","EU","p11.c","C_OGPL","Other Hydrocarbons","Mining"
"4632","RO","ROU","EU","p12","C_ORAN","Uranium and thorium ores (12)","Mining"
"4633","RO","ROU","EU","p13.1","C_IRON","Iron ores","Mining"
"4634","RO","ROU","EU","p13.20.11","C_COPO","Copper ores and concentrates","Mining"
"4635","RO","ROU","EU","p13.20.12","C_NIKO","Nickel ores and concentrates","Mining"
"4636","RO","ROU","EU","p13.20.13","C_ALUO","Aluminium ores and concentrates","Mining"
"4637","RO","ROU","EU","p13.20.14","C_PREO","Precious metal ores and concentrates","Mining"
"4638","RO","ROU","EU","p13.20.15","C_LZTO","Lead, zinc and tin ores and concentrates","Mining"
"4639","RO","ROU","EU","p13.20.16","C_ONFO","Other non-ferrous metal ores and concentrates","Mining"
"4640","RO","ROU","EU","p14.1","C_STON","Stone","Mining"
"4641","RO","ROU","EU","p14.2","C_SDCL","Sand and clay","Mining"
"4642","RO","ROU","EU","p14.3","C_CHMF","Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.","Mining"
"4643","RO","ROU","EU","p15.a","C_PCAT","Products of meat cattle","Mining"
"4644","RO","ROU","EU","p15.b","C_PPIG","Products of meat pigs","Mining"
"4645","RO","ROU","EU","p15.c","C_PPLT","Products of meat poultry","Mining"
"4646","RO","ROU","EU","p15.d","C_POME","Meat products nec","Mining"
"4647","RO","ROU","EU","p15.e","C_VOIL","products of Vegetable oils and fats","Mining"
"4648","RO","ROU","EU","p15.f","C_DAIR","Dairy products","Mining"
"4649","RO","ROU","EU","p15.g","C_RICE","Processed rice","Mining"
"4650","RO","ROU","EU","p15.h","C_SUGR","Sugar","Mining"
"4651","RO","ROU","EU","p15.i","C_OFOD","Food products nec","Mining"
"4652","RO","ROU","EU","p15.j","C_BEVR","Beverages","Mining"
"4653","RO","ROU","EU","p15.k","C_FSHP","Fish products","Mining"
"4654","RO","ROU","EU","p16","C_TOBC","Tobacco products (16)","Mining"
"4655","RO","ROU","EU","p17","C_TEXT","Textiles (17)","Mining"
"4656","RO","ROU","EU","p18","C_GARM","Wearing apparel; furs (18)","Mining"
"4657","RO","ROU","EU","p19","C_LETH","Leather and leather products (19)","Mining"
"4658","RO","ROU","EU","p20","C_WOOD","Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)","Mining"
"4659","RO","ROU","EU","p20.w","C_WOOW","Wood material for treatment, Re-processing of secondary wood material into new wood material","Mining"
"4660","RO","ROU","EU","p21.1","C_PULP","Pulp","Mining"
"4661","RO","ROU","EU","p21.w.1","C_PAPR","Secondary paper for treatment, Re-processing of secondary paper into new pulp","Mining"
"4662","RO","ROU","EU","p21.2","C_PAPE","Paper and paper products","Mining"
"4663","RO","ROU","EU","p22","C_MDIA","Printed matter and recorded media (22)","Mining"
"4664","RO","ROU","EU","p23.1.a","C_COKE","Coke Oven Coke","Mining"
"4665","RO","ROU","EU","p23.1.b","C_GCOK","Gas Coke","Mining"
"4666","RO","ROU","EU","p23.1.c","C_COTA","Coal Tar","Mining"
"4667","RO","ROU","EU","p23.20.a","C_MGSL","Motor Gasoline","Mining"
"4668","RO","ROU","EU","p23.20.b","C_AGSL","Aviation Gasoline","Mining"
"4669","RO","ROU","EU","p23.20.c","C_GJET","Gasoline Type Jet Fuel","Mining"
"4670","RO","ROU","EU","p23.20.d","C_KJET","Kerosene Type Jet Fuel","Mining"
"4671","RO","ROU","EU","p23.20.e","C_KERO","Kerosene","Mining"
"4672","RO","ROU","EU","p23.20.f","C_DOIL","Gas/Diesel Oil","Mining"
"4673","RO","ROU","EU","p23.20.g","C_FOIL","Heavy Fuel Oil","Mining"
"4674","RO","ROU","EU","p23.20.h","C_RGAS","Refinery Gas","Mining"
"4675","RO","ROU","EU","p23.20.i","C_LPGA","Liquefied Petroleum Gases (LPG)","Mining"
"4676","RO","ROU","EU","p23.20.j","C_REFF","Refinery Feedstocks","Mining"
"4677","RO","ROU","EU","p23.20.k","C_ETHA","Ethane","Mining"
"4678","RO","ROU","EU","p23.20.l","C_NAPT","Naphtha","Mining"
"4679","RO","ROU","EU","p23.20.m","C_WHSP","White Spirit & SBP","Mining"
"4680","RO","ROU","EU","p23.20.n","C_LUBR","Lubricants","Mining"
"4681","RO","ROU","EU","p23.20.o","C_BITU","Bitumen","Mining"
"4682","RO","ROU","EU","p23.20.p","C_PARW","Paraffin Waxes","Mining"
"4683","RO","ROU","EU","p23.20.q","C_PETC","Petroleum Coke","Mining"
"4684","RO","ROU","EU","p23.20.r","C_NSPP","Non-specified Petroleum Products","Mining"
"4685","RO","ROU","EU","p23.3","C_NUCF","Nuclear fuel","Mining"
"4686","RO","ROU","EU","p24.a","C_PLAS","Plastics, basic","Mining"
"4687","RO","ROU","EU","p24.a.w","C_PLAW","Secondary plastic for treatment, Re-processing of secondary plastic into new plastic","Mining"
"4688","RO","ROU","EU","p24.b","C_NFER","N-fertiliser","Mining"
"4689","RO","ROU","EU","p24.c","C_PFER","P- and other fertiliser","Mining"
"4690","RO","ROU","EU","p24.d","C_CHEM","Chemicals nec","Mining"
"4691","RO","ROU","EU","p24.e","C_CHAR","Charcoal","Mining"
"4692","RO","ROU","EU","p24.f","C_ADDC","Additives/Blending Components","Mining"
"4693","RO","ROU","EU","p24.g","C_BIOG","Biogasoline","Mining"
"4694","RO","ROU","EU","p24.h","C_BIOD","Biodiesels","Mining"
"4695","RO","ROU","EU","p24.i","C_OBIO","Other Liquid Biofuels","Mining"
"4696","RO","ROU","EU","p25","C_RUBP","Rubber and plastic products (25)","Mining"
"4697","RO","ROU","EU","p26.a","C_GLAS","Glass and glass products","Mining"
"4698","RO","ROU","EU","p26.a.w","M_metal&mineral_products","Secondary glass for treatment, Re-processing of secondary glass into new glass","Mining"
"4699","RO","ROU","EU","p26.b","C_CRMC","Ceramic goods","Mining"
"4700","RO","ROU","EU","p26.c","C_BRIK","Bricks, tiles and construction products, in baked clay","Mining"
"4701","RO","ROU","EU","p26.d","C_CMNT","Cement, lime and plaster","Mining"
"4702","RO","ROU","EU","p26.d.w","C_ASHW","Ash for treatment, Re-processing of ash into clinker","Mining"
"4703","RO","ROU","EU","p26.e","C_ONMM","Other non-metallic mineral products","Mining"
"4704","RO","ROU","EU","p27.a","C_STEL","Basic iron and steel and of ferro-alloys and first products thereof","Mining"
"4705","RO","ROU","EU","p27.a.w","C_STEW","Secondary steel for treatment, Re-processing of secondary steel into new steel","Mining"
"4706","RO","ROU","EU","p27.41","C_PREM","Precious metals","Mining"
"4707","RO","ROU","EU","p27.41.w","C_PREW","Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals","Mining"
"4708","RO","ROU","EU","p27.42","C_ALUM","Aluminium and aluminium products","Mining"
"4709","RO","ROU","EU","p27.42.w","C_ALUW","Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium","Mining"
"4710","RO","ROU","EU","p27.43","C_LZTP","Lead, zinc and tin and products thereof","Mining"
"4711","RO","ROU","EU","p27.43.w","C_LZTW","Secondary lead for treatment, Re-processing of secondary lead into new lead","Mining"
"4712","RO","ROU","EU","p27.44","C_COPP","Copper products","Mining"
"4713","RO","ROU","EU","p27.44.w","C_COPW","Secondary copper for treatment, Re-processing of secondary copper into new copper","Mining"
"4714","RO","ROU","EU","p27.45","C_ONFM","Other non-ferrous metal products","Mining"
"4715","RO","ROU","EU","p27.45.w","C_ONFW","Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals","Mining"
"4716","RO","ROU","EU","p27.5","C_METC","Foundry work services","Mining"
"4717","RO","ROU","EU","p28","C_FABM","Fabricated metal products, except machinery and equipment (28)","Mining"
"4718","RO","ROU","EU","p29","C_MACH","Machinery and equipment n.e.c. (29)","Mining"
"4719","RO","ROU","EU","p30","C_OFMA","Office machinery and computers (30)","Mining"
"4720","RO","ROU","EU","p31","C_ELMA","Electrical machinery and apparatus n.e.c. (31)","Mining"
"4721","RO","ROU","EU","p32","C_RATV","Radio, television and communication equipment and apparatus (32)","Mining"
"4722","RO","ROU","EU","p33","C_MEIN","Medical, precision and optical instruments, watches and clocks (33)","Mining"
