consumer,origin,input,input_group,product,input_category,cropland_m2,blue_water_m3,ghg_kg,biodiv,n_application_kg,p_application_kg
World,LAM,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,0.00129138663749215,0,1.65103649526448e-06,1.11500302021312e-15,3.42158560805104e-06,2.51840404496742e-06
World,LAM,Olives (including preserved),Oil crops,Wearing apparel; furs (18),other crops,0.000111578232344674,3.28333900049231e-05,5.52497431510367e-08,6.31744200937246e-17,2.73719945275245e-07,5.86165166216526e-08
World,LAM,"Oilcrops, Other",Oil crops,Wearing apparel; furs (18),other crops,0.00168284048029142,0.000180411280385463,1.87933581079819e-06,6.29621410789798e-15,1.3703206842203e-07,1.90472705563682e-09
World,LAM,Onions,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.72491911107622e-09,7.01330484557756e-10,2.14067713798803e-12,7.5696551039523e-21,1.23166573991711e-11,2.29451949811234e-12
World,LAM,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000352411481239603,5.6867448503778e-06,1.48263958329365e-07,1.37142333834102e-14,3.90814157841841e-07,3.13496087829498e-07
World,LAM,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,8.04957555909141e-06,2.34735693072637e-06,5.50523605175121e-09,2.78441974388142e-17,4.66055073849657e-08,8.83602353285285e-09
World,LAM,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.56109164905811e-05,2.98564211451601e-06,5.61599806612362e-08,8.8006104363128e-17,1.38034021758526e-07,2.07701611264712e-08
World,LAM,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.9989996237586e-05,7.84688372663031e-06,5.63172390358645e-08,1.2252973713603e-16,2.02200957257335e-07,2.62891089466049e-08
World,LAM,Tea (including mate),"Coffee, tea, cocoa",Wearing apparel; furs (18),other crops,8.17205381306962e-09,1.52277144687773e-09,1.54264600871245e-12,2.8423116582154e-21,1.22578866182835e-13,1.21324544626833e-14
World,LAM,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,4.51364000407531e-05,4.52929954036849e-07,6.06257505777918e-08,3.05937968853347e-16,0,0
World,LAM,"Soft-Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,0.00373776077917838,0.000630892942000971,1.10453365623988e-06,3.72171112765966e-15,0,0
World,LAM,"Hard Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,0.0253117489632448,7.59042736534192e-05,9.82363995222509e-05,2.62169818760854e-13,0,0
World,LAM,Tobacco,"Tobacco, rubber",Wearing apparel; furs (18),other crops,0.000397837258423919,6.02138201478787e-06,4.51565218650737e-07,1.25149598737093e-15,1.26442002807241e-06,4.9149017787436e-07
World,LAM,Fodder crops,Fodder crops,Wearing apparel; furs (18),other crops,0.00614623490629265,0.000105090307447007,4.883939286944e-06,8.11266352553113e-15,1.04085098535864e-05,2.85050401833797e-06
World,LAM,Sugar (Raw Equivalent),"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,1.41734428460249e-05,0,0,0
World,LAM,"Sweeteners, Other","Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,4.80441630120023e-07,0,0,0
World,LAM,Soyabean Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,3.82900902821028e-06,0,0,0
World,LAM,Groundnut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.02250890549302e-08,0,0,0
World,LAM,Sunflowerseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.8040170720288e-08,0,0,0
World,LAM,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.18180983872073e-07,0,0,0
World,LAM,Cottonseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,6.24619230147956e-10,0,0,0
World,LAM,Olive Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.10823358324701e-09,0,0,0
World,LAM,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,6.31734450649042e-09,0,0,0
World,LAM,"Oilcrops Oil, Other",Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.86628407276057e-07,0,0,0
World,LAM,Soyabean Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.58867908980368e-07,0,0,0
World,LAM,Groundnut Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,6.20952285315742e-10,0,0,0
World,LAM,Sunflowerseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,3.19922601820353e-09,0,0,0
World,LAM,Rape and Mustard Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.52155041031436e-09,0,0,0
World,LAM,Cottonseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.52401995070535e-09,0,0,0
World,LAM,"Oilseed Cakes, Other",Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.79745736469283e-09,0,0,0
World,LAM,Wine,Alcohol,Wearing apparel; furs (18),other crops,0,0,5.86358972321992e-10,0,0,0
World,LAM,"Beverages, Alcoholic",Alcohol,Wearing apparel; furs (18),other crops,0,0,1.09783690851829e-08,0,0,0
World,LAM,"Alcohol, Non-Food",Ethanol,Wearing apparel; furs (18),other crops,0,0,6.37139132461908e-05,0,0,0
World,LAM,Sheep,Live animals,Wearing apparel; furs (18),animal-based,0,0.000350777788151203,4.88716934492702e-05,0,0,0
World,LAM,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,9.0681295186201e-09,3.21746110442811e-10,0,0,0
World,LAM,Poultry Birds,Live animals,Wearing apparel; furs (18),animal-based,0,1.74806040726578e-08,3.73091834470283e-10,0,0,0
World,LAM,Horses,Live animals,Wearing apparel; furs (18),animal-based,0,3.50826216513085e-05,2.7551941825482e-06,0,0,0
World,LAM,Asses,Live animals,Wearing apparel; furs (18),animal-based,0,1.29979745945113e-08,0,0,0,0
World,LAM,Mules,Live animals,Wearing apparel; furs (18),animal-based,0,1.08821802763837e-08,0,0,0,0
World,LAM,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,1.26095056898511e-07,0,0,0,0
World,LAM,Milk - Excluding Butter,Milk,Wearing apparel; furs (18),animal-based,0,0,2.45036708782802e-07,0,0,0
World,LAM,"Butter, Ghee",Milk,Wearing apparel; furs (18),animal-based,0,0,6.20578957594786e-09,0,0,0
World,LAM,Wool (Clean Eq.),"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,LAM,Bovine Meat,Meat,Wearing apparel; furs (18),animal-based,0,2.26752310566497e-12,0,0,0,0
World,LAM,Mutton & Goat Meat,Meat,Wearing apparel; furs (18),animal-based,0,6.60310465729924e-22,0,0,0,0
World,LAM,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,9.4444740728279e-24,0,0,0,0
World,LAM,Poultry Meat,Meat,Wearing apparel; furs (18),animal-based,0,8.81519388163664e-24,0,0,0,0
World,LAM,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,1.77822013748261e-09,0,0,0,0
World,LAM,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,LAM,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,Rice and products,Cereals,Wearing apparel; furs (18),other crops,1.23359445713525e-07,1.39769312467489e-07,3.29387572875273e-10,2.37833579718927e-19,4.8800077219556e-10,1.91522540612015e-10
World,OCE,Wheat and products,Cereals,Wearing apparel; furs (18),other crops,0.0644940399348334,0.000151288626363665,8.19551104463204e-06,7.66309039101413e-14,0.000243643554355112,8.69784684498699e-05
World,OCE,Barley and products,Cereals,Wearing apparel; furs (18),other crops,0.0113785248201729,0,1.73078325768999e-06,1.41708769193448e-14,4.47860574315284e-05,1.66128212857736e-05
World,OCE,Maize and products,Cereals,Wearing apparel; furs (18),other crops,0.000193955729249037,8.19747469709495e-05,1.26322824203363e-07,6.0533284827246e-16,1.99919958397108e-06,1.18803275398259e-06
World,OCE,Oats,Cereals,Wearing apparel; furs (18),other crops,0.00266692345980379,5.46536189543043e-05,3.65461444759933e-07,3.28254793601267e-15,1.02698145033649e-05,3.76136058559965e-06
World,OCE,Millet and products,Cereals,Wearing apparel; furs (18),other crops,8.64886323333376e-05,0,9.95939834859051e-09,1.02132960805007e-16,2.82336610056612e-07,1.01269885311877e-07
World,OCE,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,0.000702678277117291,9.15824465134118e-06,5.87916926315697e-08,8.39532397191069e-16,2.2160387696521e-06,8.04330143492977e-07
World,OCE,"Cereals, Other",Cereals,Wearing apparel; furs (18),other crops,0.000115104653652893,2.70509889228082e-06,1.26237190000308e-08,1.38401289048019e-16,7.17113860307455e-07,1.37023130260647e-09
World,OCE,Potatoes and products,Roots and tubers,Wearing apparel; furs (18),other crops,1.27748212521838e-05,1.56346971256226e-06,1.16467273284725e-08,6.23577184149558e-17,2.73836008834439e-07,1.2361156844958e-07
World,OCE,Sweet potatoes,Roots and tubers,Wearing apparel; furs (18),other crops,4.5738093649476e-07,5.36002972381586e-08,1.16014656961547e-10,5.40113399873597e-19,3.24357447574646e-09,2.2652671147817e-09
World,OCE,Sugar cane,Sugar crops,Wearing apparel; furs (18),other crops,3.00661406427981e-05,5.94626004319747e-06,6.61189027760426e-08,3.87106163860005e-16,2.43690305591487e-07,5.03265187389449e-08
World,OCE,Beans,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000266772169991674,0,4.29366460782689e-08,3.15026736422608e-16,1.61719725724478e-06,5.380129040361e-07
World,OCE,Peas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000164220784135395,0,3.07865289911442e-08,2.17453473459464e-16,1.33540807763239e-06,4.26988041919482e-07
World,OCE,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.00132300159701958,0,1.55283197550007e-07,1.56231017427337e-15,4.10458170210862e-07,0
World,OCE,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.03434474775201e-06,5.1931804215955e-07,1.09625025076343e-10,1.22144019082032e-18,1.11435759673857e-09,1.08376397311508e-09
World,OCE,Soyabeans,Oil crops,Wearing apparel; furs (18),other crops,1.08179170044793e-05,0,1.42367427158128e-09,1.27746949350755e-17,1.15663729911933e-08,1.1234857564916e-08
World,OCE,Groundnuts,Oil crops,Wearing apparel; furs (18),other crops,1.61172818361781e-07,3.54580200395919e-08,2.66752059406456e-11,1.90326250935885e-19,1.41941290155509e-10,1.27730730319743e-10
World,OCE,Sunflower seed,Oil crops,Wearing apparel; furs (18),other crops,1.12116061309064e-06,0,1.16505703237279e-10,1.32395957553795e-18,1.08820616161167e-09,1.02241267147365e-09
World,OCE,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,0.0162457934695988,0,1.73584847423297e-06,1.92045878144088e-14,1.94626244368683e-05,1.83087259814354e-05
World,OCE,Seed cotton,Oil crops,Wearing apparel; furs (18),other crops,0.0150659975056449,0.0114220551446868,1.77473127017433e-06,1.77911812364183e-14,0.000154277595145487,1.38632332391357e-05
World,OCE,Olives (including preserved),Oil crops,Wearing apparel; furs (18),other crops,3.41073920398979e-06,4.07672101725113e-07,3.8852627551947e-10,4.02768414806943e-18,3.84810316266114e-09,3.55568059076185e-09
World,OCE,"Oilcrops, Other",Oil crops,Wearing apparel; furs (18),other crops,9.22105873226685e-05,3.41460458616942e-06,2.99222526624105e-08,1.98774665044108e-16,0,0
World,OCE,Onions,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.14256195786195e-11,9.49440195221712e-12,2.46531223768435e-15,1.34923206103961e-23,1.66058039948058e-13,6.7976393999554e-14
World,OCE,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.41029096034999e-06,8.59049934124601e-08,2.76273253256566e-09,9.1292926065802e-18,3.11714406642414e-08,1.14113069036017e-08
World,OCE,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.28722869564553e-06,3.52241871179178e-07,5.24979180901263e-09,3.38215405059127e-17,6.79920355766194e-08,1.99284503586118e-08
World,OCE,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,9.26146835291365e-06,1.03312935540828e-06,8.94881456968165e-09,5.25297723779393e-17,8.83819121032054e-08,2.80473940557688e-08
World,OCE,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000120936602125595,2.75976912791413e-07,7.41693109131604e-07,1.69098306126144e-15,4.42610346058856e-08,1.12845831707622e-07
World,OCE,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.80484665025135e-05,2.91621174900364e-07,1.64893155784694e-08,3.45396019734644e-15,0,0
World,OCE,Tobacco,"Tobacco, rubber",Wearing apparel; furs (18),other crops,4.31658118576946e-06,6.3807186777852e-08,9.11334354875166e-10,1.67703969591211e-16,4.68694949472152e-08,2.01489717359514e-08
World,OCE,Fodder crops,Fodder crops,Wearing apparel; furs (18),other crops,0.00344245945774012,0.00114436218169247,2.66216093785468e-05,9.63400847154162e-15,5.56900021740798e-05,7.53240494131129e-06
World,OCE,Grazing,Grazing,Wearing apparel; furs (18),other crops,0,0,2.53105904379424e-06,1.98090593055419e-12,0.000173162178069595,9.9768115219668e-05
World,OCE,Cottonseed,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,4.91051379881108e-08,0,0,0
World,OCE,Sugar (Raw Equivalent),"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,2.32714672808298e-08,0,0,0
World,OCE,"Sweeteners, Other","Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,2.43606649254025e-07,0,0,0
World,OCE,Sunflowerseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,6.83544196675914e-11,0,0,0
World,OCE,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.87646338797333e-07,0,0,0
World,OCE,Cottonseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.04188415416408e-09,0,0,0
World,OCE,Olive Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,3.53282915022459e-10,0,0,0
World,OCE,"Oilcrops Oil, Other",Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.52944125983067e-07,0,0,0
World,OCE,Soyabean Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,9.08491305118348e-10,0,0,0
World,OCE,Groundnut Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,9.37143710583628e-11,0,0,0
World,OCE,Sunflowerseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.26890357650351e-10,0,0,0
World,OCE,Rape and Mustard Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,3.03103034565966e-08,0,0,0
World,OCE,Cottonseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.53327247353123e-09,0,0,0
World,OCE,Sesameseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,9.36804063397087e-11,0,0,0
World,OCE,"Oilseed Cakes, Other",Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.18111492627027e-09,0,0,0
World,OCE,Wine,Alcohol,Wearing apparel; furs (18),other crops,0,0,2.51426522119381e-08,0,0,0
World,OCE,"Beverages, Alcoholic",Alcohol,Wearing apparel; furs (18),other crops,0,0,2.85537960764665e-10,0,0,0
World,OCE,"Alcohol, Non-Food",Ethanol,Wearing apparel; furs (18),other crops,0,0,4.26163425275006e-07,0,0,0
World,OCE,Cotton lint,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,1.1982700502171e-05,0,0,0
World,OCE,Cattle,Live animals,Wearing apparel; furs (18),animal-based,0,0.000352206174576989,3.78264268106757e-05,0,0,0
World,OCE,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,Sheep,Live animals,Wearing apparel; furs (18),animal-based,0,0.00176281109834359,0.000601053666042687,0,0,0
World,OCE,Goats,Live animals,Wearing apparel; furs (18),animal-based,0,2.29251064841397e-06,3.41263855638224e-07,0,0,0
World,OCE,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,3.5319232222099e-08,4.44430952213083e-09,0,0,0
World,OCE,Poultry Birds,Live animals,Wearing apparel; furs (18),animal-based,0,8.23267080633444e-08,1.85387820873836e-09,0,0,0
World,OCE,Horses,Live animals,Wearing apparel; furs (18),animal-based,0,7.32326023022149e-07,6.2384680312944e-08,0,0,0
World,OCE,Camels,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,Milk - Excluding Butter,Milk,Wearing apparel; furs (18),animal-based,0,0,2.86294063437425e-07,0,0,0
World,OCE,"Butter, Ghee",Milk,Wearing apparel; furs (18),animal-based,0,0,5.86796501674573e-08,0,0,0
World,OCE,Eggs,Eggs,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,Wool (Clean Eq.),"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,Bovine Meat,Meat,Wearing apparel; furs (18),animal-based,0,7.41369211945005e-22,0,0,0,0
World,OCE,Mutton & Goat Meat,Meat,Wearing apparel; furs (18),animal-based,0,5.41786482224648e-23,0,0,0,0
World,OCE,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,2.81347389576911e-24,0,0,0,0
World,OCE,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,2.33976708027767e-25,0,0,0,0
World,OCE,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,Hides and skins,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,"Fish, Seafood",Fish,Wearing apparel; furs (18),animal-based,0,0,2.4867177985676e-07,0,0,0
World,EU,Wheat and products,Cereals,Wearing apparel; furs (18),other crops,0.073036711287086,0.000157967763039185,1.67869009113707e-05,7.19240192278472e-14,0.000688092011374747,0.000124390968784442
World,EU,Barley and products,Cereals,Wearing apparel; furs (18),other crops,0.0114647198732038,3.17200642201428e-05,2.53492060298691e-06,1.14908224168694e-14,0.000110739217629065,1.2715269968573e-05
World,EU,Maize and products,Cereals,Wearing apparel; furs (18),other crops,0.0255469914120947,0.00105516066423363,6.85030311453323e-06,3.10095669414424e-14,0.00025301883967611,2.998224611492e-05
World,EU,Rye and products,Cereals,Wearing apparel; furs (18),other crops,0.0016920252587075,0,3.82105762502084e-07,4.89416050995485e-16,1.36380339377574e-05,1.17099776553309e-06
World,EU,Oats,Cereals,Wearing apparel; furs (18),other crops,0.00112069094758797,5.50377811507842e-05,2.97256321673909e-07,1.68234486272151e-15,7.39710765530791e-06,1.10395775158638e-06
World,EU,Millet and products,Cereals,Wearing apparel; furs (18),other crops,4.78927621699909e-06,0,9.135833718341e-10,4.33558662991109e-18,2.9987726508218e-08,5.71505611384078e-09
World,EU,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,8.07765692606944e-05,1.72013898352614e-07,1.68231715134976e-08,1.31811144615019e-16,6.37805313397076e-07,9.49171103615781e-08
World,EU,"Cereals, Other",Cereals,Wearing apparel; furs (18),other crops,0.00438886009541491,3.57243207478609e-05,1.01033919459087e-06,1.48488114116886e-15,2.57262638921924e-05,4.13815292774305e-06
World,EU,Potatoes and products,Roots and tubers,Wearing apparel; furs (18),other crops,0.00183546486312518,8.90155322590678e-05,5.72055187171036e-07,1.72974907847828e-15,2.20024153099567e-05,4.50934729324398e-06
World,EU,Sugar beet,Sugar crops,Wearing apparel; furs (18),other crops,0.000971593089841525,8.15192068735306e-06,3.38052479948558e-07,4.81400162863734e-16,1.44063989736415e-05,1.87007001209852e-06
World,EU,Peas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000299386634914097,1.59277966317111e-06,5.62835782736437e-08,3.7476921407723e-16,2.59888319263039e-06,4.96288840842853e-07
World,EU,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000903801384712805,1.67730231280071e-05,1.48918575249866e-07,2.32447602382426e-15,3.97224313544396e-06,2.43929655464741e-06
World,EU,Soyabeans,Oil crops,Wearing apparel; furs (18),other crops,0.00168427473089723,0.00013427603994645,4.19508690011099e-07,1.98479681029195e-15,4.34551279421237e-06,2.45227648427391e-06
World,EU,Sunflower seed,Oil crops,Wearing apparel; furs (18),other crops,0.0269721174571696,0.00111836633437145,3.3809684160984e-06,6.69800926249366e-14,0.000114355481119335,1.83807661471822e-05
World,EU,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,0.0558334168431955,7.87130608757205e-05,1.09845303741977e-05,3.65556557611133e-14,0.000771172390281281,8.13133810319902e-05
World,EU,"Oilcrops, Other",Oil crops,Wearing apparel; furs (18),other crops,0.0034252945846151,4.14346421063224e-05,6.2233670812317e-07,1.07806617327192e-14,7.37668185828107e-06,2.90880784229754e-06
World,EU,Onions,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.48045293424373e-08,2.08511508188457e-09,7.62246868094502e-12,5.4961605554082e-21,1.82722543096158e-10,3.51799335731226e-11
World,EU,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.38648990569481e-05,2.23664057649064e-06,7.57906379632638e-09,7.19017412999724e-17,3.16736616589382e-07,7.31591692595678e-08
World,EU,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000174616149792622,1.51954070537807e-05,2.23853925864491e-08,2.79442767744935e-16,1.10763780756582e-06,1.59502503230354e-07
World,EU,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.000593047378526781,9.03199654643993e-06,6.5239563621477e-08,1.18038721646023e-15,3.34028751227516e-06,4.52558109453999e-07
World,EU,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.31754973275341e-05,1.16553421584528e-05,8.01079231217209e-09,2.34296883830814e-16,3.12276751111553e-07,7.14754427587863e-08
World,EU,"Soft-Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,0.0484448559589477,0.00571234809329369,7.70085883327517e-05,4.45888550294129e-14,0,0
World,EU,Tobacco,"Tobacco, rubber",Wearing apparel; furs (18),other crops,7.24746507335005e-05,6.18366595605543e-07,1.17237637665925e-08,2.18808879598176e-16,7.28157008194239e-07,4.14291273174699e-07
World,EU,Fodder crops,Fodder crops,Wearing apparel; furs (18),other crops,0.0186854411563311,0.000540728157363637,5.06376156668205e-06,3.60597818303375e-14,0.000100130302176887,2.38591532940325e-05
World,EU,Grazing,Grazing,Wearing apparel; furs (18),other crops,0,0,2.99080694492498e-06,2.24285456271097e-13,0.000426829735284067,2.85238430565927e-05
World,EU,Sugar (Raw Equivalent),"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,5.06883287320531e-07,0,0,0
World,EU,"Sweeteners, Other","Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,3.45947046538273e-06,0,0,0
World,EU,Soyabean Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.97335028129722e-07,0,0,0
World,EU,Sunflowerseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,8.60612591285457e-07,0,0,0
World,EU,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,4.02428625377625e-06,0,0,0
World,EU,"Oilcrops Oil, Other",Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.58012022140687e-06,0,0,0
World,EU,Soyabean Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.17030173326597e-08,0,0,0
World,EU,Sunflowerseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.00981569884689e-08,0,0,0
World,EU,Rape and Mustard Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.85225951926374e-08,0,0,0
World,EU,"Oilseed Cakes, Other",Oil cakes,Wearing apparel; furs (18),other crops,0,0,4.38592202863492e-09,0,0,0
World,EU,Wine,Alcohol,Wearing apparel; furs (18),other crops,0,0,1.5761939449416e-07,0,0,0
World,EU,"Beverages, Alcoholic",Alcohol,Wearing apparel; furs (18),other crops,0,0,5.59366301899166e-07,0,0,0
World,EU,"Alcohol, Non-Food",Ethanol,Wearing apparel; furs (18),other crops,0,0,2.85967113606572e-06,0,0,0
World,EU,Cattle,Live animals,Wearing apparel; furs (18),animal-based,0,0.000573913961668308,4.33480110553919e-05,0,0,0
World,EU,Sheep,Live animals,Wearing apparel; furs (18),animal-based,0,0.000362647355936023,9.34540720204007e-05,0,0,0
World,EU,Goats,Live animals,Wearing apparel; furs (18),animal-based,0,4.07915757129591e-06,6.42334295549852e-07,0,0,0
World,EU,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,1.30491501918584e-08,8.96870069847381e-10,0,0,0
World,EU,Poultry Birds,Live animals,Wearing apparel; furs (18),animal-based,0,8.57115942505243e-08,7.32678881611246e-09,0,0,0
World,EU,Horses,Live animals,Wearing apparel; furs (18),animal-based,0,1.42603502194372e-05,1.29957535230602e-06,0,0,0
World,EU,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,4.99974132245895e-07,0,0,0,0
World,EU,Milk - Excluding Butter,Milk,Wearing apparel; furs (18),animal-based,0,0,1.93864990484307e-07,0,0,0
World,EU,Eggs,Eggs,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,EU,Wool (Clean Eq.),"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,EU,Bovine Meat,Meat,Wearing apparel; furs (18),animal-based,0,2.25360220303962e-11,0,0,0,0
World,EU,Mutton & Goat Meat,Meat,Wearing apparel; furs (18),animal-based,0,1.40338224444262e-20,0,0,0,0
World,EU,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,1.127884807678e-24,0,0,0,0
World,EU,Poultry Meat,Meat,Wearing apparel; furs (18),animal-based,0,1.50183279993785e-23,0,0,0,0
World,EU,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,EU,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,EU,Hides and skins,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,EU,"Fish, Seafood",Fish,Wearing apparel; furs (18),animal-based,0,0,1.49678847671641e-07,0,0,0
World,ASI,Rice and products,Cereals,Wearing apparel; furs (18),other crops,0.265450145774797,0.0276831378315716,0.000285484730669875,3.86305895867007e-13,0.00148346430367316,0.000188051089654324
World,ASI,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,0.00229841434292433,8.03288232730346e-05,7.68317791227098e-07,1.81996638505204e-15,2.08881319074498e-05,2.18206811439656e-06
World,ASI,Beans,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.00742201887292668,2.30369384951566e-05,2.00229840276738e-06,8.06114596516111e-15,3.54642519159292e-05,1.53384846815219e-05
