consumer,origin,input,input_group,product,input_category,cropland_m2,blue_water_m3,ghg_kg,biodiv,n_application_kg,p_application_kg
EU-27,ASI,Wheat and products,Cereals,Textiles (17),other crops,0.961893554592377,0.227779724444771,0.000248879842372382,5.58926682571232e-13,0.0135221627514315,0.00302381502754783
EU-27,ASI,Barley and products,Cereals,Textiles (17),other crops,0.048352140075587,0.00339593348218851,5.86384669181307e-06,2.85438063822757e-14,0.000110080883583019,1.90418775127686e-05
EU-27,ASI,Maize and products,Cereals,Textiles (17),other crops,0.198475599992879,0.0246320532876874,9.55792751520843e-05,2.15039431493245e-13,0.00186085826895931,0.000185163838286454
EU-27,ASI,Oats,Cereals,Textiles (17),other crops,0.00095869094914251,0.000271350813385476,8.79783874285724e-08,2.08342513069893e-16,9.44898092398237e-07,1.41887695147017e-07
EU-27,ASI,"Cereals, Other",Cereals,Textiles (17),other crops,0.0011336056456978,9.12734330383548e-05,1.63029747220119e-07,5.22870398611866e-16,1.30263143011784e-06,2.06767129966938e-07
EU-27,ASI,Potatoes and products,Roots and tubers,Textiles (17),other crops,0.00820189394928479,0.00140883143288775,2.40188563374596e-06,2.89876652765487e-14,6.47275449615662e-05,9.61986481853334e-06
EU-27,ASI,Sugar beet,Sugar crops,Textiles (17),other crops,0.000605967178515108,8.11525118933816e-05,5.33443883244879e-08,4.20122834560579e-16,2.73945456001436e-06,2.1616325718524e-07
EU-27,ASI,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00497860685399464,0.000114275637943929,3.99192042104524e-07,9.11163369893443e-15,1.56971412135613e-05,5.53280459279086e-06
EU-27,ASI,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00147648685383178,2.63468661775719e-05,3.0059000536833e-06,3.59261473901214e-14,1.62358178705191e-06,1.39074889231795e-07
EU-27,ASI,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.01148106651684e-07,9.9719505911212e-08,5.03066741473956e-11,3.79627684067856e-19,7.46639726583588e-10,3.40334594248691e-11
EU-27,ASI,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000717988185384831,5.86128030383478e-05,1.72116551147236e-07,4.48092652102425e-16,1.07311065043519e-05,1.67810963645045e-06
EU-27,ASI,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00175449270801196,0.00146931514797477,3.97567186974851e-07,1.20039977685013e-15,8.85051566988392e-06,1.07494058334073e-06
EU-27,ASI,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00011504312478966,3.34745059150066e-05,1.3867552607915e-08,1.23037714268579e-16,4.94087812150685e-07,5.71395419580026e-08
EU-27,ASI,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00456610261383373,0.00184599209389012,1.51885876461163e-06,9.43396008704115e-15,1.92306072075449e-05,4.27517848054739e-06
EU-27,ASI,Tobacco,"Tobacco, rubber",Textiles (17),other crops,0.00394967448798904,0.00017690254589909,1.33756617917641e-06,6.13424697822773e-15,3.95391593611698e-05,8.87484625646568e-06
EU-27,ASI,Fodder crops,Fodder crops,Textiles (17),other crops,0.036117513591306,0.00258232174896381,1.96762797392018e-05,6.2264413482458e-14,0.000285892990481317,5.00391116401468e-05
EU-27,ASI,Grazing,Grazing,Textiles (17),other crops,0,0,1.53927119856775e-05,2.02922139314612e-12,0.000797496700864446,0.000148346838828816
EU-27,ASI,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0.000168888882696412,0,4.57620862978784e-06,9.14649020603857e-16,0,0
EU-27,ASI,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,2.11519484720708e-06,0,0,0
EU-27,ASI,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,1.73444698813281e-08,0,0,0
EU-27,ASI,Wine,Alcohol,Textiles (17),other crops,0,0,3.66150825892894e-10,0,0,0
EU-27,ASI,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,5.10797576609216e-08,0,0,0
EU-27,ASI,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,4.53517652424793e-05,0,0,0
EU-27,ASI,Cattle,Live animals,Textiles (17),animal-based,0,0.0035323540682167,0.000117803406164129,0,0,0
EU-27,ASI,Sheep,Live animals,Textiles (17),animal-based,0,0.00161830906606554,0.000237543574175843,0,0,0
EU-27,ASI,Goats,Live animals,Textiles (17),animal-based,0,6.65162226111671e-05,1.43362737344618e-05,0,0,0
EU-27,ASI,Horses,Live animals,Textiles (17),animal-based,0,7.97445100741856e-06,6.32754559971248e-07,0,0,0
EU-27,ASI,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,1.36016963416303e-06,0,0,0
EU-27,ASI,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,ASI,Bovine Meat,Meat,Textiles (17),animal-based,0,1.08243961411397e-08,0,0,0,0
EU-27,ASI,Hides and skins,"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,ASI,"Fish, Seafood",Fish,Textiles (17),animal-based,0,0,2.94659229772676e-06,0,0,0
EU-27,ASI,Sugar cane,Sugar crops,Textiles (17),other crops,0.0360023563864638,0.0346526555865007,1.09354031006564e-05,6.16208993651081e-14,0.000362457918125668,5.10971436744274e-05
EU-27,ASI,Sunflower seed,Oil crops,Textiles (17),other crops,0.10919914860002,0.000946305170212255,1.72261500742782e-05,2.20371845489055e-14,0.000129867688564253,1.62317167213249e-05
EU-27,ASI,Seed cotton,Oil crops,Textiles (17),other crops,7.13424047955621,4.12815367229099,0.00126457929641268,5.94059583056393e-12,0.0712293038001636,0.00751889919286871
EU-27,ASI,Sesame seed,Oil crops,Textiles (17),other crops,0.0314931483285061,8.80201045373448e-05,2.46576059398256e-05,6.58248420707789e-14,0.00012699350846909,1.2823652105344e-05
EU-27,ASI,"Oilcrops, Other",Oil crops,Textiles (17),other crops,0.151863841133194,0.0214660984280055,3.29225380152806e-05,2.36665095651309e-13,0,0
EU-27,ASI,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.78522828929727e-05,1.19146920542474e-05,2.60186523653306e-09,2.43080962377289e-18,2.45883041726716e-08,3.64555247525264e-09
EU-27,ASI,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00528071967755149,0.000208549916252459,8.26925824260367e-07,1.3631737578519e-14,0,0
EU-27,ASI,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,1.77643482905527e-05,0,0,0
EU-27,ASI,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,5.73695048704675e-07,0,0,0
EU-27,ASI,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,1.11135585796576e-05,0,0,0
EU-27,ASI,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,1.78674883624725e-08,0,0,0
EU-27,ASI,Sesameseed Cake,Oil cakes,Textiles (17),other crops,0,0,1.26071433692523e-09,0,0,0
EU-27,ASI,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,7.64364097074793e-09,0,0,0
EU-27,ASI,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,0.00172955653336825,0,0,0
EU-27,ASI,Poultry Birds,Live animals,Textiles (17),animal-based,0,8.07041284343163e-05,4.39876613799017e-06,0,0,0
EU-27,ASI,Camels,Live animals,Textiles (17),animal-based,0,9.09644151122696e-07,2.45327087924537e-07,0,0,0
EU-27,ASI,Eggs,Eggs,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,ASI,"Meat, Other",Meat,Textiles (17),animal-based,0,2.95233029095646e-10,0,0,0,0
EU-27,ASI,Silk,"Hides, skins, wool",Textiles (17),animal-based,0,0,4.06497310303341e-06,0,0,0
EU-27,EUR,Wheat and products,Cereals,Textiles (17),other crops,0.120570120792247,0.00249156269170201,2.16325539491942e-05,1.49672877585424e-13,0.000596969023304807,0.000101156532152547
EU-27,EUR,Barley and products,Cereals,Textiles (17),other crops,0.0516253628052818,0.000240940890074392,6.16142799776994e-06,8.51185754238549e-14,0.000207996875394298,4.66913805603968e-05
EU-27,EUR,Maize and products,Cereals,Textiles (17),other crops,0.118497555530123,0.00894209490540226,1.750448309255e-05,7.18909431835134e-14,0.000542685521316865,4.78498777344175e-05
EU-27,EUR,Oats,Cereals,Textiles (17),other crops,0.00146976344178226,3.71103254217966e-05,2.83081348115826e-07,1.98210610984671e-15,7.85982070044996e-06,1.22833347431073e-06
EU-27,EUR,Potatoes and products,Roots and tubers,Textiles (17),other crops,0.0176986432618683,0.000140224810279369,3.16838270570507e-06,3.4794638825186e-15,4.92652855321897e-05,5.94350106596987e-06
EU-27,EUR,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000127836559148967,2.45994021466089e-06,3.64178490275746e-08,1.26348299094008e-16,2.0510769352122e-07,7.02102546210735e-08
EU-27,EUR,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000910064641639894,2.31468892999398e-05,5.05451762964484e-08,1.89050452878836e-15,2.2763560766595e-06,6.66063401065327e-07
EU-27,EUR,Soyabeans,Oil crops,Textiles (17),other crops,0.0339154344095347,9.87860852425566e-08,2.81169706165402e-06,7.54028091407876e-15,3.30716480887673e-05,7.3963740690128e-06
EU-27,EUR,Sunflower seed,Oil crops,Textiles (17),other crops,0.155652505220341,0.00116796470297126,1.03319468078731e-05,4.42035689010839e-14,0.00028928908351223,2.50873875906128e-05
EU-27,EUR,Seed cotton,Oil crops,Textiles (17),other crops,0.371619201397448,0.425843664646446,5.83312684298757e-05,8.15082031444055e-13,0.0052443039773232,0.000617043041586428
EU-27,EUR,Olives (including preserved),Oil crops,Textiles (17),other crops,0.00555963278028052,0.0002263577788226,9.11076131858055e-07,1.51696187132991e-14,2.51862278298186e-05,3.51396877266125e-06
EU-27,EUR,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.89987094454044e-10,2.82074278793634e-10,5.29460942782402e-13,1.43333065904596e-21,6.70363703820264e-12,1.37129170517494e-12
EU-27,EUR,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.0011676219565761,0.000152055098206983,3.82216586072688e-07,2.11342332685381e-15,1.0020028526587e-05,2.00427271715598e-06
EU-27,EUR,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00193171852648227,6.43264340565388e-05,2.11203339985884e-07,1.91179007270705e-16,3.42106229688067e-06,1.38775014563402e-07
EU-27,EUR,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000366951610804846,1.44842402979433e-05,3.72377576727651e-08,1.18035889036792e-16,5.98464091636288e-07,7.89053440099308e-08
EU-27,EUR,Tobacco,"Tobacco, rubber",Textiles (17),other crops,0.000304091364565941,2.02812483813222e-05,9.14376915202241e-08,6.18276580777376e-16,5.86508412313042e-07,1.611396885914e-07
EU-27,EUR,Fodder crops,Fodder crops,Textiles (17),other crops,0.0252606303592185,4.74942939324163e-05,5.06882295306439e-06,4.8478448764161e-14,6.91290884327773e-05,1.15132702861277e-05
EU-27,EUR,Grazing,Grazing,Textiles (17),other crops,0,0,2.75394376014916e-06,1.00116277194173e-12,0.000357163853598905,3.42829640311694e-05
EU-27,EUR,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,4.21781609004084e-06,0,0,0
EU-27,EUR,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,2.54279536646829e-06,0,0,0
EU-27,EUR,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,1.04863120842694e-07,0,0,0
EU-27,EUR,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,8.59204775927064e-07,0,0,0
EU-27,EUR,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,3.82959213532198e-08,0,0,0
EU-27,EUR,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,1.87288068086582e-12,0,0,0
EU-27,EUR,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,4.58697655808001e-08,0,0,0
EU-27,EUR,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,9.96241633838285e-09,0,0,0
EU-27,EUR,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,0.000556924238657361,0,0,0
EU-27,EUR,Cattle,Live animals,Textiles (17),animal-based,0,0.000371416238304026,1.72248309142405e-05,0,0,0
EU-27,EUR,Sheep,Live animals,Textiles (17),animal-based,0,0.00378798640985264,0.000477405308627216,0,0,0
EU-27,EUR,Goats,Live animals,Textiles (17),animal-based,0,1.58190390845008e-05,2.44199490759753e-06,0,0,0
EU-27,EUR,Poultry Birds,Live animals,Textiles (17),animal-based,0,2.97821612539235e-06,2.1327134187973e-07,0,0,0
EU-27,EUR,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,1.02071797626623e-06,0,0,0
EU-27,EUR,Eggs,Eggs,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,EUR,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,EUR,Bovine Meat,Meat,Textiles (17),animal-based,0,4.86795410978926e-10,0,0,0,0
EU-27,EUR,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,5.96684664915139e-21,0,0,0,0
EU-27,EUR,Poultry Meat,Meat,Textiles (17),animal-based,0,8.35865475938937e-24,0,0,0,0
EU-27,EUR,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,EUR,Hides and skins,"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,EUR,"Fish, Seafood",Fish,Textiles (17),animal-based,0,0,4.10751263706664e-07,0,0,0
EU-27,AFR,Wheat and products,Cereals,Textiles (17),other crops,0.0778973794405639,0.00110848074562967,1.15075275155842e-05,4.52708583051531e-14,7.30026745200002e-05,3.11420189928065e-05
EU-27,AFR,Barley and products,Cereals,Textiles (17),other crops,0.0116438938048531,0.000415461824173684,6.94778174489073e-07,3.36019393990028e-14,1.9755713936636e-05,5.82771945392547e-06
EU-27,AFR,Maize and products,Cereals,Textiles (17),other crops,0.0756801683802168,0.00282928778087138,3.04127386394732e-05,6.76725701715356e-14,0.00014691854272306,1.44299190095113e-05
EU-27,AFR,Oats,Cereals,Textiles (17),other crops,6.3161277351425e-05,9.92709362986703e-06,1.91987558481578e-09,3.35156260131039e-17,7.99939995317584e-08,1.9487563598136e-08
EU-27,AFR,"Cereals, Other",Cereals,Textiles (17),other crops,0.0336457713042761,4.64458250532895e-05,1.60755840350665e-05,2.59811699327149e-14,2.3895322596764e-05,6.75425275556878e-06
EU-27,AFR,Potatoes and products,Roots and tubers,Textiles (17),other crops,0.0103860817507886,0.00372800416712244,1.93783672779129e-06,8.07413387878396e-15,0.000108581680210702,2.06170834439517e-05
EU-27,AFR,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00134062654872562,4.34128041447423e-06,3.44245420490376e-07,1.10972851570389e-15,2.55481434472045e-07,2.2952075912932e-07
EU-27,AFR,Groundnuts,Oil crops,Textiles (17),other crops,0.132440164944035,0.00357853370039261,3.35673325533742e-05,2.70027558388158e-14,4.07497269103498e-05,6.96255036572135e-06
EU-27,AFR,Sunflower seed,Oil crops,Textiles (17),other crops,0.00245927053353075,0.000111750019437432,2.99460501292714e-07,1.2003049732448e-14,8.49831000449217e-06,1.77824332982586e-06
EU-27,AFR,Rape and Mustardseed,Oil crops,Textiles (17),other crops,0.000901088586182505,2.51053440917465e-07,8.09487211936962e-08,6.13654735951904e-15,1.2299258054135e-08,3.64916192684261e-09
EU-27,AFR,Seed cotton,Oil crops,Textiles (17),other crops,8.40855768456401,0.436921766948458,0.00430887048869495,6.69682262409262e-12,0.0101935386753758,0.00121700201930235
EU-27,AFR,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.17094085513398e-05,2.21322948582041e-06,4.0062120354321e-09,3.87344973361765e-17,1.67819899659435e-07,4.66627933068723e-08
EU-27,AFR,Dates,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000120700999123991,0.000167343960985772,1.36043859959241e-08,4.37653636624284e-17,9.88317529700607e-07,1.7747977849329e-07
EU-27,AFR,Tobacco,"Tobacco, rubber",Textiles (17),other crops,0.000936418828136123,9.86262899889117e-06,3.67256796325198e-07,1.0879469750662e-15,1.30844797685484e-06,6.30507171897226e-07
EU-27,AFR,Fodder crops,Fodder crops,Textiles (17),other crops,0.00384219613449876,0.000136104099985476,3.12026145218146e-07,3.71335028197612e-15,1.88121393466865e-05,1.95752105416176e-06
EU-27,AFR,Grazing,Grazing,Textiles (17),other crops,0,0,7.85340499317959e-07,3.31774910189847e-12,0.000106697289490985,2.05713110623866e-05
EU-27,AFR,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,1.90211429447364e-06,0,0,0
EU-27,AFR,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0,0,3.85296751944027e-08,0,0,0
EU-27,AFR,Soyabean Oil,Vegetable oils,Textiles (17),other crops,0,0,6.97891865671489e-08,0,0,0
EU-27,AFR,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.02458193281011e-08,0,0,0
EU-27,AFR,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,5.81022233097505e-07,0,0,0
EU-27,AFR,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,2.12502309858702e-09,0,0,0
EU-27,AFR,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,5.93915340929717e-10,0,0,0
EU-27,AFR,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,6.39690763813508e-11,0,0,0
EU-27,AFR,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,0.000182190424961398,0,0,0
EU-27,AFR,Cattle,Live animals,Textiles (17),animal-based,0,0.00105275673856161,4.97014376780994e-05,0,0,0
EU-27,AFR,Sheep,Live animals,Textiles (17),animal-based,0,0.0024636329687395,0.00045381665749847,0,0,0
EU-27,AFR,Goats,Live animals,Textiles (17),animal-based,0,9.26462010959925e-05,1.79250915455585e-05,0,0,0
EU-27,AFR,Horses,Live animals,Textiles (17),animal-based,0,4.59568805131254e-06,2.28472132000759e-08,0,0,0
EU-27,AFR,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,1.93689425961504e-06,0,0,0
EU-27,AFR,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,AFR,Hides and skins,"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,AFR,"Fish, Seafood",Fish,Textiles (17),animal-based,0,0,2.43616519961851e-07,0,0,0
EU-27,AFR,Rice and products,Cereals,Textiles (17),other crops,0.0260543712302128,0.00769612531503194,2.62429578178673e-05,7.13908593195046e-15,1.62155806759081e-05,2.62927190209768e-06
EU-27,AFR,Millet and products,Cereals,Textiles (17),other crops,0.00338996862444399,1.01221466125266e-06,1.44603602581252e-06,3.518164985314e-16,2.06695000857211e-07,4.72209003878233e-08
EU-27,AFR,Sorghum and products,Cereals,Textiles (17),other crops,0.118298075340768,0.00164168084241904,2.55901185715439e-05,3.76207063162126e-14,1.89300087861637e-05,3.08460420911436e-06
EU-27,AFR,Cassava and products,Roots and tubers,Textiles (17),other crops,0.0523010565498063,6.98166435460711e-07,1.7276382632913e-05,4.12452292487973e-14,2.69820888569421e-06,9.25841744280366e-07
EU-27,AFR,Sweet potatoes,Roots and tubers,Textiles (17),other crops,0.000110978848801799,3.47001565788678e-06,9.11862774131976e-08,1.8466009892584e-16,8.74113601924772e-08,8.07633429535946e-09
EU-27,AFR,Sugar cane,Sugar crops,Textiles (17),other crops,0.00803151253965989,0.00137818805234522,1.72459704979214e-05,5.34093860541138e-14,1.11264953544319e-05,1.22182259523604e-06
EU-27,AFR,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000213204457260355,3.24630981413591e-06,1.59685719537776e-07,2.26333177819278e-16,7.99965261561691e-08,4.28735469647307e-08
EU-27,AFR,Soyabeans,Oil crops,Textiles (17),other crops,0.00259404053325973,0.000169783799457083,5.34669738583334e-07,7.41833564233515e-15,1.79059747182374e-06,6.68209554959349e-07
EU-27,AFR,"Oil, palm fruit",Oil crops,Textiles (17),other crops,0.0755394775331825,5.0196929174603e-05,1.80933099907788e-07,1.0502821595371e-13,2.2483077953568e-05,3.81299101341859e-06
EU-27,AFR,"Oilcrops, Other",Oil crops,Textiles (17),other crops,0.0311728930559401,0.000208849019549397,1.09143752691936e-05,1.88718765089837e-14,1.97295219108382e-09,2.74237134582245e-11
EU-27,AFR,Jute-Like Fibres,Fibre crops,Textiles (17),fibre crops,0.0243087140881488,8.94203900546631e-05,1.42276800856677e-07,1.93647829490167e-14,6.46721888616935e-05,7.55504244836546e-06
EU-27,AFR,Sisal,Fibre crops,Textiles (17),fibre crops,0.0985253781741564,0.00141741953106169,7.06950401067219e-05,2.12940706235168e-13,6.19847833036642e-06,6.69950925026666e-05
EU-27,AFR,Palm kernels,Oil crops,Textiles (17),other crops,0,0,7.65433201418024e-08,0,0,0
EU-27,AFR,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,1.70476663022931e-07,0,0,0
EU-27,AFR,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,3.15855726340582e-09,0,0,0
EU-27,AFR,Palmkernel Oil,Vegetable oils,Textiles (17),other crops,0,0,1.09013185480974e-05,0,0,0
EU-27,AFR,Palm Oil,Vegetable oils,Textiles (17),other crops,0,0,4.02225682326719e-07,0,0,0
EU-27,AFR,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,3.89567126334402e-10,0,0,0
EU-27,AFR,Palmkernel Cake,Oil cakes,Textiles (17),other crops,0,0,7.2235174548409e-08,0,0,0
EU-27,AFR,Bovine Meat,Meat,Textiles (17),animal-based,0,1.97636780018258e-20,0,0,0,0
EU-27,AFR,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,5.75417009730823e-22,0,0,0,0
EU-27,LAM,Seed cotton,Oil crops,Textiles (17),other crops,1.87816161374964,0.145377240917511,0.00337224322340373,3.16272372028244e-12,0.0143317692664311,0.00826355109664375
EU-27,LAM,Grazing,Grazing,Textiles (17),other crops,0,0,1.50616975472486e-06,5.81438660689306e-13,5.3881630055581e-05,1.96455984367887e-05
EU-27,LAM,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,1.89294580711458e-05,0,0,0
EU-27,LAM,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,0.000385210421511778,0,0,0
EU-27,LAM,Cattle,Live animals,Textiles (17),animal-based,0,0.00048115704532952,3.42097205899214e-05,0,0,0
EU-27,LAM,Goats,Live animals,Textiles (17),animal-based,0,2.82396715273685e-06,3.80074469398854e-07,0,0,0
EU-27,LAM,Eggs,Eggs,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,LAM,Hides and skins,"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,LAM,"Fish, Seafood",Fish,Textiles (17),animal-based,0,0,1.71100100874325e-07,0,0,0
EU-27,LAM,Rice and products,Cereals,Textiles (17),other crops,0.0102758620830086,0.00309078211809373,3.5257595508562e-05,4.88036103383664e-14,5.9474066198563e-05,1.00315495734886e-05
EU-27,LAM,Wheat and products,Cereals,Textiles (17),other crops,0.0113971215566705,0.000355326698558733,4.81960355868149e-06,1.03070042204661e-14,4.60600814548284e-05,8.53264266641876e-06
EU-27,LAM,Barley and products,Cereals,Textiles (17),other crops,0.00552332935849967,0.000693914457091424,1.21122349661543e-05,1.42419300937543e-14,2.37492397309591e-05,3.1033888546529e-06
EU-27,LAM,Maize and products,Cereals,Textiles (17),other crops,0.060985697138842,0.000361339794733971,8.08500056906052e-05,2.86860927123877e-13,0.000271369416874029,7.3863729412669e-05
EU-27,LAM,Rye and products,Cereals,Textiles (17),other crops,5.68704788670088e-05,4.97158890429551e-07,2.22049684682326e-08,1.99536022952067e-17,1.07621982382002e-07,3.36713455692569e-08
EU-27,LAM,Oats,Cereals,Textiles (17),other crops,0.000209653049382687,2.06397256092975e-05,1.76593491244083e-07,1.17055807494487e-16,1.0637674580816e-06,3.49804680744579e-07
EU-27,LAM,Millet and products,Cereals,Textiles (17),other crops,1.57385541039419e-06,4.21509771689936e-08,3.7660060542967e-10,5.50866763780034e-19,4.28663226825175e-09,1.22975283389793e-09
EU-27,LAM,Sorghum and products,Cereals,Textiles (17),other crops,0.00148360399646768,5.64891546805833e-06,1.39089421493816e-06,8.48712486878643e-15,1.51928044200117e-06,3.26531217187393e-07
EU-27,LAM,"Cereals, Other",Cereals,Textiles (17),other crops,0.000264443460231752,2.98180383683312e-06,3.82215819721086e-07,4.7879116011659e-16,4.14711843093695e-07,5.83155178640564e-08
EU-27,LAM,Potatoes and products,Roots and tubers,Textiles (17),other crops,0.000342164655901443,5.00037708689406e-05,4.41258748700544e-07,1.30446659454556e-15,7.54978989084159e-07,2.24970409915199e-07
EU-27,LAM,Cassava and products,Roots and tubers,Textiles (17),other crops,0.00406681762613685,1.61139809425486e-06,8.02889495997479e-06,2.44172785069752e-14,5.94907333601422e-06,3.24414402655061e-06
EU-27,LAM,Sweet potatoes,Roots and tubers,Textiles (17),other crops,0.000119248229696466,8.82611430663788e-07,4.68235008819975e-08,4.55234096082655e-15,4.44937503098156e-08,1.34090200190585e-08
EU-27,LAM,Sugar cane,Sugar crops,Textiles (17),other crops,0.0816112230910106,0.00478718332967562,0.00014067910445371,1.93527718222081e-13,0.000428260357420133,0.00016317968211539
EU-27,LAM,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,5.88846066781719e-05,6.38721944439942e-07,5.3999154718528e-08,5.23570784880581e-16,8.84418377664034e-08,3.70906429950244e-08
EU-27,LAM,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.28501659866047e-06,7.15195776265087e-08,2.95787958841234e-09,3.02088365590276e-18,3.11434552150212e-09,1.21738081766419e-09
EU-27,LAM,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.49013925456013e-05,9.03650485506429e-07,2.87320726040889e-08,2.41804486213593e-16,1.72059408784749e-07,3.31993457087656e-08
EU-27,LAM,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000107136416197145,3.8089316923864e-05,2.16629827465944e-07,1.89372697053684e-16,1.06741118116526e-08,1.22488283480077e-07
EU-27,LAM,Soyabeans,Oil crops,Textiles (17),other crops,0.288136017528931,0.0001969251566125,0.000399625615404302,3.09813681471293e-13,0.000180394221333469,0.000497807626875212
EU-27,LAM,Groundnuts,Oil crops,Textiles (17),other crops,0.000582460244778941,4.99672282557183e-06,6.51783758756415e-07,7.40642927409503e-16,1.05457618555131e-06,5.33747981353852e-07
EU-27,LAM,Sunflower seed,Oil crops,Textiles (17),other crops,0.00467720938836825,9.42743402005455e-06,1.8551114915567e-06,2.24026353260636e-15,6.32893194222634e-06,1.04379363412133e-06
EU-27,LAM,Rape and Mustardseed,Oil crops,Textiles (17),other crops,0.00273431571522172,0,3.57018335597042e-06,1.63730083925975e-15,7.79546667001042e-06,4.43452380834454e-06
