rn,lower,boundary,upper
landuse,0.631490010944335,0.746306376570578,0.861122742196821
blue,57.4081828131214,143.520457032803,229.632731252486
ghg_all,0.26981845922167,0.287040914065607,0.310004187190855
biodiv,0.0202262231932674,0.202262231932674,1.61809785546139
n_application,3.73153188285289,5.16673645318092,7.46306376570578
p_application,0.344449096878728,0.459265462504971,0.918530925009942
