consumer,origin,input,input_group,product,input_category,cropland_km2,blue_water_km3,ghg_Gt,biodiv,n_application_Tg,p_application_Tg
World,EUR,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0,0,1.74158142910879e-06,0,0,0
World,EUR,Soyabean Oil,Vegetable oils,Textiles (17),other crops,0,0,6.15844275479694e-07,0,0,0
World,EUR,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,7.69584864777772e-07,0,0,0
World,EUR,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,5.27626346578151e-09,0,0,0
World,EUR,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,7.64962532923244e-09,0,0,0
World,EUR,Wine,Alcohol,Textiles (17),other crops,0,0,3.88897250061657e-09,0,0,0
World,EUR,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,6.49659833467822e-09,0,0,0
World,EUR,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,4.8717904598358e-06,0,0,0
World,EUR,Pigs,Live animals,Textiles (17),animal-based,0,9.16505548365464e-11,4.81248417335885e-12,0,0,0
World,EUR,Horses,Live animals,Textiles (17),animal-based,0,8.53812692686247e-06,1.18002734143802e-06,0,0,0
World,EUR,Rabbits and hares,Live animals,Textiles (17),animal-based,0,1.33510516132918e-06,0,0,0,0
World,EUR,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,1.86632958011827e-10,0,0,0
World,EUR,Pigmeat,Meat,Textiles (17),animal-based,0,1.80486712846053e-26,0,0,0,0
World,EUR,"Meat, Other",Meat,Textiles (17),animal-based,0,4.77713560383978e-22,0,0,0,0
World,EUR,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
World,AFR,Sugar beet,Sugar crops,Textiles (17),other crops,1.66274900253571e-06,0.00299461652230435,6.22983822797984e-08,5.8624584586316e-08,6.07496068251816e-06,4.93034418647686e-07
World,AFR,Olives (including preserved),Oil crops,Textiles (17),other crops,3.73853508537263e-05,0.00737460623993653,1.43903603584551e-06,1.38645432981723e-05,5.77931224584306e-05,1.88793911446513e-05
World,AFR,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.68408444036118e-11,8.12299937126908e-09,7.71342567922697e-12,1.09974100048927e-11,1.24822495262598e-10,4.32951745292387e-11
World,AFR,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,8.38581857915779e-12,1.74015638306042e-09,1.77649128677896e-12,7.14573137755116e-12,1.31212330987578e-11,2.37056235850999e-12
World,AFR,"Oranges, Mandarines","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.86397407569786e-08,1.95622626955023e-05,7.71647534381873e-09,1.68270024155236e-08,3.31192778320618e-07,7.6837638546368e-08
World,AFR,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.19426199742705e-06,0.000973030108317826,1.33921642548512e-07,8.18096196450975e-06,1.57117424943588e-05,1.56882102924471e-06
World,AFR,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,5.73776973129052e-06,0.00153503197283668,4.55236221074836e-07,3.87381424463305e-05,3.43478414384589e-05,8.71619470889256e-06
World,AFR,"Soft-Fibres, Other",Fibre crops,Textiles (17),fibre crops,1.6455101150019e-05,0.0154681053620937,1.08736387100777e-06,3.98136602508089e-07,0,0
World,AFR,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,3.06456571880428e-07,0,0,0
World,AFR,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,6.49105842550299e-10,0,0,0
World,AFR,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,3.62383450660235e-07,0,0,0
World,AFR,Buffaloes,Live animals,Textiles (17),animal-based,0,2.45674787600838e-05,2.93039567086384e-06,0,0,0
World,AFR,Camels,Live animals,Textiles (17),animal-based,0,1.32288291921185e-06,8.55356748251047e-07,0,0,0
World,AFR,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,8.38010450009545e-09,0,0,0
World,AFR,Silk,"Hides, skins, wool",Textiles (17),animal-based,0,0,6.62700625646151e-10,0,0,0
World,OCE,Cassava and products,Roots and tubers,Textiles (17),other crops,1.17973816376295e-07,0,1.22362705113165e-07,1.07350987981873e-05,1.61323902808318e-08,0
World,OCE,"Roots, Other",Roots and tubers,Textiles (17),other crops,9.4500152131976e-08,2.28653866675237e-07,4.45239359497106e-08,8.63561212310717e-06,1.47920779814832e-07,0
World,EU,Coconuts - Incl Copra,Oil crops,Textiles (17),other crops,1.64081807282161e-10,0,2.57845243169758e-11,1.77213356359856e-10,0,0
World,EU,Olives (including preserved),Oil crops,Textiles (17),other crops,3.71791876408984e-05,0.00382141943855342,5.31940815379547e-06,0.000260777746015963,0.000294587742330912,3.67448785893225e-05
World,EU,Palmkernel Oil,Vegetable oils,Textiles (17),other crops,0,0,0,0,0,0
World,EU,Coconut Oil,Vegetable oils,Textiles (17),other crops,0,0,7.86229482316731e-10,0,0,0
World,EU,Sesameseed Oil,Vegetable oils,Textiles (17),other crops,0,0,7.02757729130177e-09,0,0,0
World,EU,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,7.79781169877006e-07,0,0,0
World,EU,Palmkernel Cake,Oil cakes,Textiles (17),other crops,0,0,2.11139641637861e-12,0,0,0
World,EU,Copra Cake,Oil cakes,Textiles (17),other crops,0,0,6.43580448775632e-13,0,0,0
World,AFR,Plantains,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.62019832617553e-08,0,8.99465797412961e-11,2.14416803949584e-08,3.42276067195294e-09,2.06056438186344e-10
World,AFR,"Hard Fibres, Other",Fibre crops,Textiles (17),fibre crops,0.00064057595659576,0.00567876283094438,0.00107451992060271,0.000673475958788426,0,0
World,EU,Sesame seed,Oil crops,Textiles (17),other crops,2.60222894062122e-10,5.43391817819677e-08,6.27023500666592e-11,1.37546395645391e-09,2.53427290682594e-09,4.92128530212918e-10
World,EU,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.62453682747771e-07,0,0,0
World,EU,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,6.34316377006958e-10,0,0,0
World,AFR,Groundnut Oil,Vegetable oils,Textiles (17),other crops,0,0,4.27199302521374e-08,0,0,0
World,EU,Asses,Live animals,Textiles (17),animal-based,0,4.10304971093326e-07,2.26234508506062e-08,0,0,0
World,ASI,Sugar non-centrifugal,"Sugar, sweeteners",Textiles (17),other crops,0,0,4.27697161818222e-08,0,0,0
World,ASI,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,3.00831130120912e-07,0,0,0
World,ASI,Cloves,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.12475373356169e-05,0,4.79315768610972e-05,0.000129933152790138,0,0
World,ASI,Abaca,Fibre crops,Textiles (17),fibre crops,0.000471336469685604,0,8.20963849349022e-06,0.011384645728885,0,0
World,ASI,Dates,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.12924741744023e-07,2.0189387777028e-05,7.49016590865511e-09,1.15502617892208e-08,2.89482048163139e-06,4.90175319901026e-07
World,EU,Sweet potatoes,Roots and tubers,Textiles (17),other crops,1.63211888781402e-09,7.40490062933818e-07,5.87227518169329e-10,1.81702874814392e-08,1.05482656066664e-08,6.81143532905888e-09
World,AFR,Coconut Oil,Vegetable oils,Textiles (17),other crops,0,0,8.23718582235057e-09,0,0,0
World,ASI,Yams,Roots and tubers,Textiles (17),other crops,1.0566847364583e-09,2.51810793103031e-09,4.42007605685419e-10,5.87741308493231e-09,2.76446156231489e-08,1.98176303277174e-08
World,AFR,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,1.5309842202731e-09,0,0,0
World,EU,Camels,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
World,AFR,Asses,Live animals,Textiles (17),animal-based,0,2.41415570347637e-07,2.21792208391476e-08,0,0,0
World,AFR,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,1.33424515220336e-09,0,0,0
World,AFR,Cloves,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.13503088495272e-07,1.8200494921307e-06,3.95327134216305e-07,1.38943582259636e-06,0,0
World,LAM,Dates,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,5.54488796690884e-13,0,2.65968913587573e-13,2.7949168598955e-12,1.26721025593829e-11,2.04738177149113e-12
World,LAM,Sesameseed Oil,Vegetable oils,Textiles (17),other crops,0,0,4.46717278671398e-08,0,0,0
World,AFR,Wine,Alcohol,Textiles (17),other crops,0,0,1.2291164369171e-07,0,0,0
World,EUR,Sorghum and products,Cereals,Textiles (17),other crops,3.36727540460607e-07,0,1.24515052581786e-08,4.02751617492641e-08,7.02662391108392e-08,3.60165886134649e-09
World,EUR,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.17164828665898e-07,2.36500290512868e-05,8.60902445354134e-09,6.68177642885729e-07,2.17604630164229e-08,2.93178444567888e-07
World,OCE,Yams,Roots and tubers,Textiles (17),other crops,6.80842652898776e-11,0,1.96720079661685e-12,1.23810125378593e-09,2.33455070037193e-12,9.71942520426367e-15
World,EUR,Rice and products,Cereals,Textiles (17),other crops,3.36533250690821e-07,0.000211850406867926,4.29330915933118e-07,7.05600509903349e-07,2.3425471454855e-06,3.61449813269474e-07
World,EUR,Sesame seed,Oil crops,Textiles (17),other crops,5.99298333024659e-08,8.13841609095283e-06,7.29448427924121e-09,1.29860566587287e-07,3.51308863470003e-07,8.45730873287391e-08
World,EUR,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.60860613748816e-12,9.89940420894496e-10,1.93336888829874e-12,6.28784935181707e-12,4.43150766178248e-11,9.38584669644862e-12
World,EUR,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.52196571983438e-08,1.89925668602138e-05,2.24959745498613e-09,5.45609147722881e-08,0,0
World,EUR,Sesameseed Cake,Oil cakes,Textiles (17),other crops,0,0,1.58415374737817e-09,0,0,0
World,OCE,"Hard Fibres, Other",Fibre crops,Textiles (17),fibre crops,2.16417456858739e-05,0.00103780616158445,4.69521467844402e-05,0.000188768603880172,0,0
World,OCE,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,1.84659924639575e-10,0,0,0
World,AFR,Sesameseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.41283524508e-08,0,0,0
World,EUR,Camels,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
World,OCE,Bananas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.98566447428401e-11,0,9.9086929303491e-11,7.54178550655065e-09,2.11141976101564e-10,2.94744012650287e-11
World,OCE,Rubber,"Tobacco, rubber",Textiles (17),other crops,5.09049995042231e-07,0,1.96537231857271e-06,7.14329781110959e-06,1.139158509465e-07,2.7171316015681e-07
World,OCE,Palmkernel Oil,Vegetable oils,Textiles (17),other crops,0,0,0.000155539221963739,0,0,0
World,AFR,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,4.66178179223399e-09,0,0,0
World,EU,"Roots, Other",Roots and tubers,Textiles (17),other crops,2.59929766809127e-10,3.36860917946898e-08,3.29131662972058e-11,1.64806394405788e-09,3.39984105067473e-09,1.57970623212324e-09
World,EU,Sugar cane,Sugar crops,Textiles (17),other crops,1.60771760016113e-09,8.00474131448647e-07,7.62003002609876e-09,1.01936051479571e-08,1.96987714377637e-08,2.92268674867608e-09
World,EU,Mules,Live animals,Textiles (17),animal-based,0,2.70346048881821e-07,6.12844180443677e-10,0,0,0
World,EUR,Groundnuts,Oil crops,Textiles (17),other crops,1.16683267539459e-09,5.72667449528816e-07,8.11868961567563e-11,2.52838452072674e-09,2.37778025334462e-09,8.32249083849326e-10
World,EUR,Dates,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.27841503341603e-13,0,6.46994396936037e-14,7.10392672214447e-13,5.79003683951312e-12,7.57852212394691e-13
World,EUR,Tea (including mate),"Coffee, tea, cocoa",Textiles (17),other crops,5.26489382711555e-11,6.57393121579288e-08,1.02800590254265e-11,1.140838471227e-10,1.10924286643745e-09,8.53006121562265e-11
World,EUR,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,5.82663590445565e-08,0,0,0
World,EUR,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,1.60090818931181e-08,0,0,0
World,EUR,Buffaloes,Live animals,Textiles (17),animal-based,0,4.42491483498505e-06,3.82117607161321e-07,0,0,0
World,EUR,Silk,"Hides, skins, wool",Textiles (17),animal-based,0,0,1.64216840001872e-08,0,0,0
World,EUR,Palmkernel Oil,Vegetable oils,Textiles (17),other crops,0,0,0,0,0,0
World,NAM,Rice and products,Cereals,Textiles (17),other crops,2.47028195764598e-05,0.0178687028111779,3.96946295684218e-05,1.61009939552557e-05,0.00042629645930656,3.90495783720441e-05
World,NAM,Millet and products,Cereals,Textiles (17),other crops,4.27262713125095e-07,2.74699910988007e-06,4.59805224522185e-08,2.78484581083566e-07,1.69982713018864e-06,4.03169668245228e-07
World,NAM,Sorghum and products,Cereals,Textiles (17),other crops,4.55861699982659e-06,0.000146615372362035,1.10875518069159e-06,2.97125048949787e-06,3.82860216496846e-05,3.78726366737572e-06
World,NAM,Sweet potatoes,Roots and tubers,Textiles (17),other crops,2.78759700138767e-08,3.45501069816064e-06,7.2489645796724e-09,1.81692143806137e-08,4.29465626727616e-07,1.35108260005204e-07
World,NAM,"Roots, Other",Roots and tubers,Textiles (17),other crops,1.13632731171212e-10,9.62835487277662e-09,1.14984857375562e-10,7.40644164948028e-11,1.23455858179897e-09,3.96396137683613e-10
World,NAM,Sugar cane,Sugar crops,Textiles (17),other crops,9.63285952015497e-07,0.000205662668576965,2.31074494414858e-07,6.27857935106491e-07,1.18688110495179e-05,1.02910252622995e-06
World,NAM,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.34531128488548e-07,0.000103386354669418,1.73680015272936e-08,8.76857348159554e-08,1.30927400102946e-07,7.57563006000573e-08
World,NAM,Seed cotton,Oil crops,Textiles (17),other crops,0.0119200368932414,2.96607944700248,0.00292349870040954,0.00776933343056098,0.114837795117494,0.0157635168058389
World,NAM,Olives (including preserved),Oil crops,Textiles (17),other crops,1.10744968860927e-09,2.54448899248663e-07,1.00327196541464e-10,7.21822085404349e-10,8.8477089007817e-09,1.36795493671442e-09
World,NAM,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.08887121785106e-13,7.98111906454752e-11,9.64117771752894e-14,7.09712866679343e-14,3.29606119167268e-12,6.36363052945184e-13
World,NAM,Dates,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,5.26984617709454e-11,0,1.0417271406858e-11,3.43482091912224e-11,5.26785725806409e-10,1.18468360652908e-10
World,NAM,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,2.78850207888014e-05,0,0,0
World,NAM,Groundnut Oil,Vegetable oils,Textiles (17),other crops,0,0,2.1001094759497e-07,0,0,0
World,NAM,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,6.8334422227438e-08,0,0,0
World,NAM,Palmkernel Oil,Vegetable oils,Textiles (17),other crops,0,0,0,0,0,0
World,NAM,Palm Oil,Vegetable oils,Textiles (17),other crops,0,0,0,0,0,0
World,NAM,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,1.31784118703906e-10,0,0,0
World,NAM,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,9.27060391254413e-10,0,0,0
World,NAM,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,3.41987495810885e-09,0,0,0
World,NAM,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,0.00311714633034972,0,0,0
World,NAM,Goats,Live animals,Textiles (17),animal-based,0,5.26014730942421e-06,6.53521188292501e-07,0,0,0
World,NAM,Mules,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
World,LAM,Cocoa Beans and products,"Coffee, tea, cocoa",Textiles (17),other crops,3.56353055768372e-07,0,3.57620977607874e-07,1.45377935172487e-06,9.49222081604319e-07,8.16214116245688e-08
World,EUR,Palm Oil,Vegetable oils,Textiles (17),other crops,0,0,0,0,0,0
World,ROW,Rice and products,Cereals,Textiles (17),other crops,7.89088420333349e-11,5.14728362029033e-09,1.38041631621468e-10,2.1691879700926e-09,5.08791295203053e-10,6.3358731686055e-11
World,ROW,Wheat and products,Cereals,Textiles (17),other crops,1.01391451771567e-11,8.11275508261638e-11,1.00852368014872e-11,2.78723032534421e-10,7.11651354817918e-11,1.06732251406318e-11
World,ROW,Maize and products,Cereals,Textiles (17),other crops,2.15544570657872e-10,0,2.95458684100581e-10,5.92527627629248e-09,1.82819090252102e-09,3.11158903028937e-10
World,ROW,"Cereals, Other",Cereals,Textiles (17),other crops,3.0889768838658e-11,3.86897448985558e-10,2.14569817798282e-11,8.49153443861865e-10,8.26456030502412e-11,7.81706356568236e-12
World,ROW,Potatoes and products,Roots and tubers,Textiles (17),other crops,1.17959308657472e-10,2.10971766261266e-08,7.17412579139717e-12,3.24267733129495e-09,1.20736415721288e-09,2.89472184980405e-10
World,ROW,Cassava and products,Roots and tubers,Textiles (17),other crops,9.90200858469355e-08,2.37691664132741e-08,1.02175840378475e-07,2.72204195983475e-06,1.05495074501269e-07,1.4764200616038e-08
World,ROW,Sweet potatoes,Roots and tubers,Textiles (17),other crops,2.00347246721912e-12,3.752728350913e-12,2.01983403279551e-12,5.50750494154702e-11,1.1193425133109e-11,2.10573611271459e-12
World,ROW,"Roots, Other",Roots and tubers,Textiles (17),other crops,4.81269695104442e-11,3.38005166500247e-11,6.59213787821466e-11,1.32300057394033e-09,6.22761124831936e-10,1.09296906371054e-10
World,ROW,Soyabeans,Oil crops,Textiles (17),other crops,1.33476723246595e-11,0,3.91430027623156e-13,3.66924789279735e-10,2.94806808376155e-11,1.24837488045665e-11
World,ROW,Rape and Mustardseed,Oil crops,Textiles (17),other crops,1.98979102993188e-10,0,1.35011616193057e-10,5.46989494954572e-09,1.45448939783422e-09,2.64519723663227e-10
World,ROW,Coconuts - Incl Copra,Oil crops,Textiles (17),other crops,6.66032582423971e-10,1.40715507317355e-09,6.49052789241817e-10,1.83090998201882e-08,3.9515886822729e-10,2.24513689190238e-11
World,ROW,Olives (including preserved),Oil crops,Textiles (17),other crops,1.4088601951263e-07,4.86196441525271e-06,1.66175815515693e-07,3.87292793565423e-06,5.75189509001976e-07,3.61313180033466e-08
World,ROW,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.41676731760766e-12,2.51708318319858e-10,5.19926697520324e-12,6.64364405405018e-11,1.9210375198247e-11,4.54423207772496e-12
World,ROW,Dates,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.84539686232344e-11,1.99554756439717e-08,4.71008314668245e-11,5.07295832843115e-10,1.82917808635472e-10,9.42255276550829e-12
World,ROW,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.01217632541272e-10,4.06909759817022e-08,4.78791392774816e-10,1.65273500701625e-08,2.57784835602628e-09,4.00466391090134e-10
World,ROW,Cloves,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.7205712255729e-10,2.93284583879572e-10,3.67955433114793e-10,7.47879479944691e-09,0,0
World,ROW,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.48240573946517e-10,1.35085633302652e-08,1.57762917290573e-10,6.82408273671267e-09,0,0
World,ROW,Grazing,Grazing,Textiles (17),other crops,0,0,8.16448090654731e-09,7.36522070579296e-06,3.86125366521366e-07,1.13132061569525e-07
World,ROW,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,2.61914373880646e-09,0,0,0
World,ROW,Cattle,Live animals,Textiles (17),animal-based,0,0,4.70069979727065e-07,0,0,0
World,ROW,Buffaloes,Live animals,Textiles (17),animal-based,0,0,1.5985876100604e-08,0,0,0
